seat_share,portfolio_share
0.024242423474788666,0.09090909361839294
0.46060606837272644,0.3636363744735718
0.5151515007019043,0.5454545617103577
0.47204968333244324,0.4545454680919647
0.5279502868652344,0.5454545617103577
0.4652777910232544,0.4545454680919647
0.5347222089767456,0.5454545617103577
0.49659863114356995,0.3636363744735718
0.5034013390541077,0.6363636255264282
0.4743589758872986,0.4545454680919647
0.5256410241127014,0.5454545617103577
0.4968152940273285,0.5384615659713745
0.5031847357749939,0.4615384638309479
0.4968152940273285,0.5384615659713745
0.5031847357749939,0.4615384638309479
0.4968152940273285,0.5384615659713745
0.5031847357749939,0.4615384638309479
0.48407644033432007,0.5384615659713745
0.5159235596656799,0.4615384638309479
0.48407644033432007,0.5
0.5159235596656799,0.5
0.8823529481887817,0.75
0.11764705926179886,0.25
0.8823529481887817,0.7222222089767456
0.11764705926179886,0.2777777910232544
0.5095541477203369,0.46666666865348816
0.4904458522796631,0.5333333611488342
0.5714285969734192,0.4444444477558136
0.4285714328289032,0.5555555820465088
0.5555555820465088,0.5
0.4444444477558136,0.5
0.5725806355476379,0.5
0.42741936445236206,0.5
0.5725806355476379,0.5
0.42741936445236206,0.5
0.2110091745853424,0.2222222238779068
0.6330274939537048,0.3888888955116272
0.15596330165863037,0.3888888955116272
0.2110091745853424,0.25
0.6330274939537048,0.375
0.15596330165863037,0.375
0.4285714328289032,0.5263158082962036
0.5714285969734192,0.4736842215061188
0.4285714328289032,0.5
0.5714285969734192,0.5
0.21641790866851807,0.47058823704719543
0.7835820913314819,0.529411792755127
0.7747747898101807,0.5625
0.22522522509098053,0.4375
0.1679999977350235,0.4000000059604645
0.8320000171661377,0.6000000238418579
0.46666666865348816,0.380952388048172
0.5333333611488342,0.6190476417541504
0.45390069484710693,0.4000000059604645
0.5460993051528931,0.6000000238418579
0.3840000033378601,0.3478260934352875
0.6159999966621399,0.6521739363670349
0.4609375,0.4444444477558136
0.5390625,0.5555555820465088
0.4765625,0.4761904776096344
0.3671875,0.3333333432674408
0.15625,0.190476194024086
0.37654322385787964,0.3461538553237915
0.12345679104328156,0.07692307978868484
0.08641975373029709,0.11538461595773697
0.29012346267700195,0.3076923191547394
0.12345679104328156,0.1538461595773697
0.20588235557079315,0.11999999731779099
0.0882352963089943,0.11999999731779099
0.4901960790157318,0.47999998927116394
0.21568627655506134,0.2800000011920929
0.1826086938381195,0.1071428582072258
0.0782608687877655,0.1071428582072258
0.43478259444236755,0.4642857015132904
0.19130434095859528,0.2142857164144516
0.11304347962141037,0.1071428582072258
0.20588235557079315,0.12121212482452393
0.0882352963089943,0.1515151560306549
0.4901960790157318,0.42424243688583374
0.21568627655506134,0.3030303120613098
0.3604651093482971,0.36666667461395264
0.3255814015865326,0.2666666805744171
0.13953489065170288,0.20000000298023224
0.058139536529779434,0.10000000149011612
0.11627907305955887,0.06666667014360428
0.20348836481571198,0.22580644488334656
0.15697674453258514,0.12903225421905518
0.3255814015865326,0.25806450843811035
0.13953489065170288,0.19354838132858276
0.058139536529779434,0.09677419066429138
0.11627907305955887,0.09677419066429138
0.21192052960395813,0.20588235557079315
0.17218543589115143,0.20588235557079315
0.37748345732688904,0.29411765933036804
0.16556291282176971,0.20588235557079315
