congress,state,congressional_district,party,name,ideology_score
106.0, CALIFOR,21.0,Republican,  THOMAS  WIL,0.3709999918937683
106.0, CALIFOR,22.0,Democrat,  CAPPS  LOIS,-0.3889999985694885
106.0, CALIFOR,23.0,Republican,  GALLEGLY,0.4020000100135803
106.0, CALIFOR,24.0,Democrat,  SHERMAN,-0.34599998593330383
106.0, CALIFOR,25.0,Republican,  MCKEON,0.3959999978542328
106.0, CALIFOR,26.0,Democrat,  BERMAN,-0.40400001406669617
106.0, CALIFOR,27.0,Republican,  ROGAN,0.4749999940395355
106.0, CALIFOR,28.0,Republican,  DREIER  DAV,0.4779999852180481
106.0, CALIFOR,29.0,Democrat,  WAXMAN,-0.4729999899864197
106.0, CALIFOR,30.0,Democrat,  BECERRA,-0.5130000114440918
106.0, CALIFOR,31.0,Democrat,  MARTINEZ,-0.3409999907016754
106.0, CALIFOR,31.0,Republican,  MARTINEZ,0.3709999918937683
106.0, CALIFOR,32.0,Democrat,  DIXON  JULI,-0.4580000042915344
106.0, CALIFOR,33.0,Democrat,  ROYBAL-ALLA,-0.4729999899864197
106.0, CALIFOR,34.0,Democrat,  NAPOLITANO,-0.4480000138282776
106.0, CALIFOR,35.0,Democrat,  WATERS,-0.6629999876022339
106.0, CALIFOR,36.0,Republican,  KUYKENDALL,0.21899999678134918
106.0, CALIFOR,37.0,Democrat,  MILLENDER-M,-0.43799999356269836
106.0, CALIFOR,38.0,Republican,  HORN,0.16699999570846558
106.0, CALIFOR,39.0,Republican,  ROYCE,0.6660000085830688
106.0, CALIFOR,40.0,Republican,  LEWIS  JERR,0.3479999899864197
106.0, CALIFOR,41.0,Republican,  MILLER  GAR,0.4779999852180481
106.0, CALIFOR,42.0,Democrat,  BROWN  GEOR,-0.5059999823570251
106.0, CALIFOR,42.0,Democrat,  BACA  JOE,-0.3490000069141388
106.0, CALIFOR,43.0,Republican,  CALVERT,0.3449999988079071
106.0, CALIFOR,44.0,Republican,  BONO  MARY,0.3529999852180481
106.0, CALIFOR,45.0,Republican,  ROHRABACHER,0.6290000081062317
106.0, CALIFOR,46.0,Democrat,  SANCHEZ,-0.367000013589859
106.0, CALIFOR,47.0,Republican,  COX  CHRIST,0.5400000214576721
106.0, CALIFOR,48.0,Republican,  PACKARD,0.4189999997615814
106.0, CALIFOR,49.0,Republican,  BILBRAY,0.3919999897480011
106.0, CALIFOR,50.0,Democrat,  FILNER,-0.6520000100135803
106.0, CALIFOR,51.0,Republican,  CUNNINGHAM,0.41100001335144043
106.0, CALIFOR,52.0,Republican,  HUNTER,0.4699999988079071
106.0, COLORAD,1.0,Democrat,  DEGETTE,-0.43700000643730164
106.0, COLORAD,2.0,Democrat,  UDALL  MARK,-0.3529999852180481
106.0, COLORAD,3.0,Republican,  MCINNIS,0.39100000262260437
106.0, COLORAD,4.0,Republican,  SCHAFFER  B,0.6380000114440918
106.0, COLORAD,5.0,Republican,  HEFLEY,0.5910000205039978
106.0, COLORAD,6.0,Republican,  TANCREDO  T,0.75
106.0, CONNECT,1.0,Democrat,  LARSON  JOH,-0.4050000011920929
106.0, CONNECT,2.0,Democrat,  GEJDENSON,-0.41600000858306885
106.0, CONNECT,3.0,Democrat,  DELAURO,-0.42100000381469727
106.0, CONNECT,4.0,Republican,  SHAYS,0.1289999932050705
106.0, CONNECT,5.0,Democrat,  MALONEY  JA,-0.24400000274181366
106.0, CONNECT,6.0,Republican,  JOHNSON  NA,0.12200000137090683
106.0, DELAWAR,1.0,Republican,  CASTLE,0.2290000021457672
106.0, FLORIDA,1.0,Republican,  SCARBOROUGH,0.671999990940094
106.0, FLORIDA,2.0,Democrat,  BOYD,-0.1809999942779541
106.0, FLORIDA,3.0,Democrat,  BROWN  CORR,-0.42899999022483826
106.0, FLORIDA,4.0,Republican,  FOWLER,0.32899999618530273
106.0, FLORIDA,5.0,Democrat,  THURMAN,-0.30399999022483826
106.0, FLORIDA,6.0,Republican,  STEARNS,0.5540000200271606
106.0, FLORIDA,7.0,Republican,  MICA,0.453000009059906
106.0, FLORIDA,8.0,Republican,  MCCOLLUM,0.37700000405311584
106.0, FLORIDA,9.0,Republican,  BILIRAKIS,0.38199999928474426
106.0, FLORIDA,10.0,Republican,  YOUNG  BILL,0.32499998807907104
106.0, FLORIDA,11.0,Democrat,  DAVIS  JIM,-0.27799999713897705
106.0, FLORIDA,12.0,Republican,  CANADY,0.38199999928474426
106.0, FLORIDA,13.0,Republican,  MILLER,0.453000009059906
106.0, FLORIDA,14.0,Republican,  GOSS,0.42100000381469727
106.0, FLORIDA,15.0,Republican,  WELDON,0.47099998593330383
106.0, FLORIDA,16.0,Republican,  FOLEY,0.3109999895095825
106.0, FLORIDA,17.0,Democrat,  MEEK,-0.4830000102519989
106.0, FLORIDA,18.0,Republican,  ROS-LEHTINE,0.24500000476837158
106.0, FLORIDA,19.0,Democrat,  WEXLER,-0.3919999897480011
106.0, FLORIDA,20.0,Democrat,  DEUTSCH,-0.3240000009536743
106.0, FLORIDA,21.0,Republican,  DIAZ-BALART,0.24300000071525574
106.0, FLORIDA,22.0,Republican,  SHAW,0.30000001192092896
106.0, FLORIDA,23.0,Democrat,  HASTINGS,-0.5669999718666077
106.0, GEORGIA,1.0,Republican,  KINGSTON,0.5400000214576721
106.0, GEORGIA,2.0,Democrat,  BISHOP,-0.289000004529953
106.0, GEORGIA,3.0,Republican,  COLLINS,0.5360000133514404
106.0, GEORGIA,4.0,Democrat,  MCKINNEY,-0.5329999923706055
106.0, GEORGIA,5.0,Democrat,  LEWIS  JOHN,-0.5870000123977661
106.0, GEORGIA,6.0,Republican,  ISAKSON  JO,0.40299999713897705
106.0, GEORGIA,7.0,Republican,  BARR,0.6320000290870667
106.0, GEORGIA,8.0,Republican,  CHAMBLISS,0.4230000078678131
106.0, GEORGIA,9.0,Republican,  DEAL,0.5809999704360962
106.0, GEORGIA,10.0,Republican,  NORWOOD,0.5329999923706055
106.0, GEORGIA,11.0,Republican,  LINDER,0.5590000152587891
106.0, HAWAII,1.0,Democrat,  ABERCROMBIE,-0.4320000112056732
106.0, HAWAII,2.0,Democrat,  MINK,-0.5130000114440918
106.0, IDAHO,1.0,Republican,  CHENOWETH,0.796999990940094
106.0, IDAHO,2.0,Republican,  SIMPSON  MI,0.2939999997615814
106.0, ILLINOI,1.0,Democrat,  RUSH,-0.48100000619888306
106.0, ILLINOI,2.0,Democrat,  JACKSON,-0.5379999876022339
106.0, ILLINOI,3.0,Democrat,  LIPINSKI,-0.17599999904632568
106.0, ILLINOI,4.0,Democrat,  GUTIERREZ,-0.48500001430511475
106.0, ILLINOI,5.0,Democrat,  BLAGOJEVICH,-0.31700000166893005
106.0, ILLINOI,6.0,Republican,  HYDE,0.31200000643730164
106.0, ILLINOI,7.0,Democrat,  DAVIS  DANN,-0.492000013589859
106.0, ILLINOI,8.0,Republican,  CRANE,0.7390000224113464
106.0, ILLINOI,9.0,Democrat,  SCHAKOWSKY,-0.6019999980926514
106.0, ILLINOI,10.0,Republican,  PORTER,0.21699999272823334
106.0, ILLINOI,11.0,Republican,  WELLER,0.2879999876022339
106.0, ILLINOI,12.0,Democrat,  COSTELLO,-0.31700000166893005
106.0, ILLINOI,13.0,Republican,  BIGGERT  JU,0.3230000138282776
106.0, ILLINOI,14.0,Republican,  HASTERT,0.4429999887943268
106.0, ILLINOI,15.0,Republican,  EWING,0.3610000014305115
106.0, ILLINOI,16.0,Republican,  MANZULLO,0.5099999904632568
106.0, ILLINOI,17.0,Democrat,  EVANS  LANE,-0.45399999618530273
106.0, ILLINOI,18.0,Republican,  LAHOOD,0.2460000067949295
106.0, ILLINOI,19.0,Democrat,  PHELPS  DAV,-0.2070000022649765
106.0, ILLINOI,20.0,Republican,  SHIMKUS,0.3709999918937683
106.0, INDIANA,1.0,Democrat,  VISCLOSKY,-0.40400001406669617
106.0, INDIANA,2.0,Republican,  MCINTOSH,0.5759999752044678
106.0, INDIANA,3.0,Democrat,  ROEMER,-0.16500000655651093
106.0, INDIANA,4.0,Republican,  SOUDER,0.4350000023841858
106.0, INDIANA,5.0,Republican,  BUYER,0.4350000023841858
106.0, INDIANA,6.0,Republican,  BURTON,0.5849999785423279
106.0, INDIANA,7.0,Republican,  PEASE,0.4129999876022339
106.0, INDIANA,8.0,Republican,  HOSTETTLER,0.7049999833106995
106.0, INDIANA,9.0,Democrat,  HILL  BARON,-0.12099999934434891
106.0, INDIANA,10.0,Democrat,  CARSON,-0.46399998664855957
106.0, IOWA,1.0,Republican,  LEACH  JAME,0.14100000262260437
106.0, IOWA,2.0,Republican,  NUSSLE,0.4169999957084656
106.0, IOWA,3.0,Democrat,  BOSWELL,-0.23800000548362732
106.0, IOWA,4.0,Republican,  GANSKE,0.23899999260902405
106.0, IOWA,5.0,Republican,  LATHAM,0.3019999861717224
106.0, KANSAS,1.0,Republican,  MORAN,0.4009999930858612
106.0, KANSAS,2.0,Republican,  RYUN,0.546999990940094
106.0, KANSAS,3.0,Democrat,  MOORE  DENN,-0.2669999897480011
106.0, KANSAS,4.0,Republican,  TIAHRT,0.4490000009536743
106.0, KENTUCK,1.0,Republican,  WHITFIELD,0.30300000309944153
106.0, KENTUCK,2.0,Republican,  LEWIS  RON,0.4180000126361847
106.0, KENTUCK,3.0,Republican,  NORTHUP,0.33500000834465027
106.0, KENTUCK,4.0,Democrat,  LUCAS  KEN,-0.057999998331069946
106.0, KENTUCK,5.0,Republican,  ROGERS,0.3319999873638153
106.0, KENTUCK,6.0,Republican,  FLETCHER  E,0.2849999964237213
106.0, LOUISIA,1.0,Republican,  VITTER  DAV,0.4950000047683716
106.0, LOUISIA,2.0,Democrat,  JEFFERSON,-0.42399999499320984
106.0, LOUISIA,3.0,Republican,  TAUZIN,0.3409999907016754
106.0, LOUISIA,4.0,Republican,  MCCRERY,0.3619999885559082
106.0, LOUISIA,5.0,Republican,  COOKSEY,0.33399999141693115
106.0, LOUISIA,6.0,Republican,  BAKER,0.4230000078678131
106.0, LOUISIA,7.0,Democrat,  JOHN,-0.11999999731779099
106.0, MAINE,1.0,Democrat,  ALLEN,-0.4000000059604645
106.0, MAINE,2.0,Democrat,  BALDACCI,-0.3330000042915344
106.0, MARYLAN,1.0,Republican,  GILCHREST,0.20399999618530273
106.0, MARYLAN,2.0,Republican,  EHRLICH,0.36000001430511475
106.0, MARYLAN,3.0,Democrat,  CARDIN,-0.33000001311302185
106.0, MARYLAN,4.0,Democrat,  WYNN,-0.3799999952316284
106.0, MARYLAN,5.0,Democrat,  HOYER,-0.3799999952316284
106.0, MARYLAN,6.0,Republican,  BARTLETT,0.49300000071525574
106.0, MARYLAN,7.0,Democrat,  CUMMINGS,-0.4390000104904175
106.0, MARYLAN,8.0,Republican,  MORELLA,-0.017999999225139618
106.0, MASSACH,1.0,Democrat,  OLVER,-0.5770000219345093
106.0, MASSACH,2.0,Democrat,  NEAL  RICHA,-0.4169999957084656
106.0, MASSACH,3.0,Democrat,  MCGOVERN,-0.5339999794960022
106.0, MASSACH,4.0,Democrat,  FRANK  BARN,-0.49900001287460327
106.0, MASSACH,5.0,Democrat,  MEEHAN,-0.38999998569488525
106.0, MASSACH,6.0,Democrat,  TIERNEY,-0.4880000054836273
106.0, MASSACH,7.0,Democrat,  MARKEY,-0.49799999594688416
106.0, MASSACH,8.0,Democrat,  CAPUANO  MI,-0.5799999833106995
106.0, MASSACH,9.0,Democrat,  MOAKLEY,-0.4180000126361847
106.0, MASSACH,10.0,Democrat,  DELAHUNT,-0.4950000047683716
106.0, MICHIGA,1.0,Democrat,  STUPAK,-0.3959999978542328
106.0, MICHIGA,2.0,Republican,  HOEKSTRA,0.515999972820282
106.0, MICHIGA,3.0,Republican,  EHLERS,0.3160000145435333
106.0, MICHIGA,4.0,Republican,  CAMP,0.38499999046325684
106.0, MICHIGA,5.0,Democrat,  BARCIA,-0.18400000035762787
106.0, MICHIGA,6.0,Republican,  UPTON,0.3370000123977661
106.0, MICHIGA,7.0,Republican,  SMITH  NICK,0.5049999952316284
106.0, MICHIGA,8.0,Democrat,  STABENOW,-0.328000009059906
106.0, MICHIGA,9.0,Democrat,  KILDEE,-0.38499999046325684
106.0, MICHIGA,10.0,Democrat,  BONIOR,-0.546999990940094
106.0, MICHIGA,11.0,Republican,  KNOLLENBERG,0.3659999966621399
106.0, MICHIGA,12.0,Democrat,  LEVIN  SAND,-0.3790000081062317
106.0, MICHIGA,13.0,Democrat,  RIVERS,-0.382999986410141
106.0, MICHIGA,14.0,Democrat,  CONYERS,-0.6600000262260437
106.0, MICHIGA,15.0,Democrat,  KILPATRICK,-0.4909999966621399
106.0, MICHIGA,16.0,Democrat,  DINGELL,-0.4480000138282776
106.0, MINNESO,1.0,Republican,  GUTKNECHT,0.5519999861717224
106.0, MINNESO,2.0,Democrat,  MINGE,-0.21299999952316284
106.0, MINNESO,3.0,Republican,  RAMSTAD,0.3160000145435333
106.0, MINNESO,4.0,Democrat,  VENTO,-0.47200000286102295
106.0, MINNESO,5.0,Democrat,  SABO,-0.515999972820282
106.0, MINNESO,6.0,Democrat,  LUTHER,-0.3059999942779541
106.0, MINNESO,7.0,Democrat,  PETERSON  C,-0.14399999380111694
106.0, MINNESO,8.0,Democrat,  OBERSTAR,-0.5529999732971191
106.0, MISSISS,1.0,Republican,  WICKER,0.37400001287460327
106.0, MISSISS,2.0,Democrat,  THOMPSON,-0.5189999938011169
106.0, MISSISS,3.0,Republican,  PICKERING,0.34200000762939453
106.0, MISSISS,4.0,Democrat,  SHOWS  RONN,-0.09200000017881393
106.0, MISSISS,5.0,Democrat,  TAYLOR  GEN,-0.04500000178813934
106.0, MISSOUR,1.0,Democrat,  CLAY,-0.49000000953674316
106.0, MISSOUR,2.0,Republican,  TALENT,0.36399999260902405
106.0, MISSOUR,3.0,Democrat,  GEPHARDT,-0.41600000858306885
106.0, MISSOUR,4.0,Democrat,  SKELTON,-0.1720000058412552
106.0, MISSOUR,5.0,Democrat,  MCCARTHY,-0.3440000116825104
106.0, MISSOUR,6.0,Democrat,  DANNER,-0.1860000044107437
106.0, MISSOUR,7.0,Republican,  BLUNT,0.42800000309944153
106.0, MISSOUR,8.0,Republican,  EMERSON,0.26899999380111694
106.0, MISSOUR,9.0,Republican,  HULSHOF,0.3630000054836273
106.0, MONTANA,1.0,Republican,  HILL,0.42399999499320984
106.0, NEBRASK,1.0,Republican,  BEREUTER,0.23100000619888306
106.0, NEBRASK,2.0,Republican,  TERRY  LEE,0.4259999990463257
106.0, NEBRASK,3.0,Republican,  BARRETT,0.3790000081062317
106.0, NEVADA,1.0,Democrat,  BERKLEY  SH,-0.3019999861717224
106.0, NEVADA,2.0,Republican,  GIBBONS,0.48399999737739563
106.0, NEW HAM,1.0,Republican,  SUNUNU,0.4729999899864197
106.0, NEW HAM,2.0,Republican,  BASS,0.3310000002384186
106.0, NEW JER,1.0,Democrat,  ANDREWS  RO,-0.296999990940094
106.0, NEW JER,2.0,Republican,  LOBIONDO,0.20000000298023224
106.0, NEW JER,3.0,Republican,  SAXTON,0.23800000548362732
106.0, NEW JER,4.0,Republican,  SMITH  CHRI,0.15600000321865082
106.0, NEW JER,5.0,Republican,  ROUKEMA,0.16200000047683716
106.0, NEW JER,6.0,Democrat,  PALLONE,-0.3970000147819519
106.0, NEW JER,7.0,Republican,  FRANKS,0.2590000033378601
106.0, NEW JER,8.0,Democrat,  PASCRELL,-0.36800000071525574
106.0, NEW JER,9.0,Democrat,  ROTHMAN,-0.35199999809265137
106.0, NEW JER,10.0,Democrat,  PAYNE  DONA,-0.5920000076293945
106.0, NEW JER,11.0,Republican,  FRELINGHUYS,0.2800000011920929
106.0, NEW JER,12.0,Democrat,  HOLT  RUSH,-0.46299999952316284
106.0, NEW JER,13.0,Democrat,  MENENDEZ,-0.3619999885559082
106.0, NEW MEX,1.0,Republican,  WILSON,0.24699999392032623
106.0, NEW MEX,2.0,Republican,  SKEEN,0.3009999990463257
106.0, NEW MEX,3.0,Democrat,  UDALL  TOM,-0.4580000042915344
106.0, NEW YOR,1.0,Republican,  FORBES,0.10899999737739563
106.0, NEW YOR,1.0,Democrat,  FORBES,-0.16699999570846558
106.0, NEW YOR,2.0,Republican,  LAZIO,0.2160000056028366
106.0, NEW YOR,3.0,Republican,  KING,0.25999999046325684
106.0, NEW YOR,4.0,Democrat,  MCCARTHY,-0.2939999997615814
106.0, NEW YOR,5.0,Democrat,  ACKERMAN,-0.42899999022483826
106.0, NEW YOR,6.0,Democrat,  MEEKS  GREG,-0.4230000078678131
106.0, NEW YOR,7.0,Democrat,  CROWLEY  JO,-0.40700000524520874
106.0, NEW YOR,8.0,Democrat,  NADLER,-0.5090000033378601
106.0, NEW YOR,9.0,Democrat,  WEINER  ANT,-0.40799999237060547
106.0, NEW YOR,10.0,Democrat,  TOWNS,-0.5189999938011169
106.0, NEW YOR,11.0,Democrat,  OWENS  MAJO,-0.5690000057220459
106.0, NEW YOR,12.0,Democrat,  VELAZQUEZ,-0.5460000038146973
106.0, NEW YOR,13.0,Republican,  FOSSELLA,0.4259999990463257
106.0, NEW YOR,14.0,Democrat,  MALONEY  CA,-0.3869999945163727
106.0, NEW YOR,15.0,Democrat,  RANGEL  CHA,-0.5139999985694885
106.0, NEW YOR,16.0,Democrat,  SERRANO,-0.48899999260902405
106.0, NEW YOR,17.0,Democrat,  ENGEL,-0.41100001335144043
106.0, NEW YOR,18.0,Democrat,  LOWEY,-0.38999998569488525
106.0, NEW YOR,19.0,Republican,  KELLY,0.23100000619888306
106.0, NEW YOR,20.0,Republican,  GILMAN,0.0430000014603138
106.0, NEW YOR,21.0,Democrat,  MCNULTY,-0.36899998784065247
106.0, NEW YOR,22.0,Republican,  SWEENEY  JO,0.24899999797344208
106.0, NEW YOR,23.0,Republican,  BOEHLERT,0.10300000011920929
106.0, NEW YOR,24.0,Republican,  MCHUGH  JOH,0.22499999403953552
106.0, NEW YOR,25.0,Republican,  WALSH,0.20800000429153442
106.0, NEW YOR,26.0,Democrat,  HINCHEY,-0.574999988079071
106.0, NEW YOR,27.0,Republican,  REYNOLDS  T,0.3490000069141388
106.0, NEW YOR,28.0,Democrat,  SLAUGHTER,-0.4650000035762787
106.0, NEW YOR,29.0,Democrat,  LAFALCE,-0.3569999933242798
106.0, NEW YOR,30.0,Republican,  QUINN,0.1979999989271164
106.0, NEW YOR,31.0,Republican,  HOUGHTON,0.15399999916553497
106.0, NORTH C,1.0,Democrat,  CLAYTON,-0.45899999141693115
106.0, NORTH C,2.0,Democrat,  ETHERIDGE,-0.2879999876022339
106.0, NORTH C,3.0,Republican,  JONES,0.24300000071525574
106.0, NORTH C,4.0,Democrat,  PRICE  DAVI,-0.33899998664855957
106.0, NORTH C,5.0,Republican,  BURR,0.453000009059906
106.0, NORTH C,6.0,Republican,  COBLE,0.5199999809265137
106.0, NORTH C,7.0,Democrat,  MCINTYRE,-0.14800000190734863
106.0, NORTH C,8.0,Republican,  HAYES  ROBI,0.35100001096725464
106.0, NORTH C,9.0,Republican,  MYRICK,0.5600000023841858
106.0, NORTH C,10.0,Republican,  BALLENGER,0.46399998664855957
106.0, NORTH C,11.0,Republican,  TAYLOR  CHA,0.4880000054836273
106.0, NORTH C,12.0,Democrat,  WATT,-0.5260000228881836
106.0, NORTH D,1.0,Democrat,  POMEROY,-0.26600000262260437
106.0, OHIO,1.0,Republican,  CHABOT,0.5809999704360962
106.0, OHIO,2.0,Republican,  PORTMAN,0.3700000047683716
106.0, OHIO,3.0,Democrat,  HALL  TONY,-0.2800000011920929
106.0, OHIO,4.0,Republican,  OXLEY,0.38199999928474426
106.0, OHIO,5.0,Republican,  GILLMOR,0.2540000081062317
106.0, OHIO,6.0,Democrat,  STRICKLAND,-0.3840000033378601
106.0, OHIO,7.0,Republican,  HOBSON,0.3149999976158142
106.0, OHIO,8.0,Republican,  BOEHNER,0.5130000114440918
106.0, OHIO,9.0,Democrat,  KAPTUR,-0.35100001096725464
106.0, OHIO,10.0,Democrat,  KUCINICH,-0.5820000171661377
106.0, OHIO,11.0,Democrat,  JONES  STEP,-0.5210000276565552
106.0, OHIO,12.0,Republican,  KASICH,0.3140000104904175
106.0, OHIO,13.0,Democrat,  BROWN  SHER,-0.4429999887943268
106.0, OHIO,14.0,Democrat,  SAWYER,-0.37700000405311584
106.0, OHIO,15.0,Republican,  PRYCE,0.3199999928474426
106.0, OHIO,16.0,Republican,  REGULA,0.22100000083446503
106.0, OHIO,17.0,Democrat,  TRAFICANT,-0.0820000022649765
106.0, OHIO,18.0,Republican,  NEY,0.26899999380111694
106.0, OHIO,19.0,Republican,  LATOURETTE,0.210999995470047
106.0, OKLAHOM,1.0,Republican,  LARGENT,0.6169999837875366
106.0, OKLAHOM,2.0,Republican,  COBURN,0.7820000052452087
106.0, OKLAHOM,3.0,Republican,  WATKINS,0.36800000071525574
106.0, OKLAHOM,4.0,Republican,  WATTS,0.4059999883174896
106.0, OKLAHOM,5.0,Republican,  ISTOOK,0.492000013589859
106.0, OKLAHOM,6.0,Republican,  LUCAS,0.36000001430511475
106.0, OREGON,1.0,Democrat,  WU  DAVID,-0.3700000047683716
106.0, OREGON,2.0,Republican,  WALDEN  GRE,0.3370000123977661
106.0, OREGON,3.0,Democrat,  BLUMENAUER,-0.4300000071525574
106.0, OREGON,4.0,Democrat,  DEFAZIO,-0.42899999022483826
106.0, OREGON,5.0,Democrat,  HOOLEY,-0.3149999976158142
106.0, PENNSYL,1.0,Democrat,  BRADY  ROBE,-0.48399999737739563
106.0, PENNSYL,2.0,Democrat,  FATTAH,-0.47200000286102295
106.0, PENNSYL,3.0,Democrat,  BORSKI,-0.41600000858306885
106.0, PENNSYL,4.0,Democrat,  KLINK,-0.3100000023841858
106.0, PENNSYL,5.0,Republican,  PETERSON,0.3400000035762787
106.0, PENNSYL,6.0,Democrat,  HOLDEN,-0.2329999953508377
106.0, PENNSYL,7.0,Republican,  WELDON,0.23199999332427979
106.0, PENNSYL,8.0,Republican,  GREENWOOD,0.22499999403953552
106.0, PENNSYL,9.0,Republican,  SHUSTER,0.41600000858306885
106.0, PENNSYL,10.0,Republican,  SHERWOOD  D,0.32899999618530273
106.0, PENNSYL,11.0,Democrat,  KANJORSKI,-0.30300000309944153
106.0, PENNSYL,12.0,Democrat,  MURTHA,-0.26499998569488525
106.0, PENNSYL,13.0,Democrat,  HOEFFEL  JO,-0.33799999952316284
106.0, PENNSYL,14.0,Democrat,  COYNE  WILL,-0.49399998784065247
106.0, PENNSYL,15.0,Republican,  TOOMEY  PAT,0.6230000257492065
106.0, PENNSYL,16.0,Republican,  PITTS,0.5379999876022339
106.0, PENNSYL,17.0,Republican,  GEKAS,0.4259999990463257
106.0, PENNSYL,18.0,Democrat,  DOYLE,-0.32499998807907104
106.0, PENNSYL,19.0,Republican,  GOODLING,0.335999995470047
106.0, PENNSYL,20.0,Democrat,  MASCARA,-0.2709999978542328
106.0, PENNSYL,21.0,Republican,  ENGLISH,0.25099998712539673
106.0, RHODE I,1.0,Democrat,  KENNEDY,-0.4090000092983246
106.0, RHODE I,2.0,Democrat,  WEYGAND,-0.33000001311302185
106.0, SOUTH C,1.0,Republican,  SANFORD,0.6420000195503235
106.0, SOUTH C,2.0,Republican,  SPENCE,0.3199999928474426
106.0, SOUTH C,3.0,Republican,  GRAHAM,0.4090000092983246
106.0, SOUTH C,4.0,Republican,  DEMINT  JIM,0.699999988079071
106.0, SOUTH C,5.0,Democrat,  SPRATT,-0.25600001215934753
106.0, SOUTH C,6.0,Democrat,  CLYBURN,-0.4659999907016754
106.0, SOUTH D,1.0,Republican,  THUNE,0.40799999237060547
106.0, TENNESS,1.0,Republican,  JENKINS,0.3959999978542328
106.0, TENNESS,2.0,Republican,  DUNCAN  JR.,0.5989999771118164
106.0, TENNESS,3.0,Republican,  WAMP,0.42800000309944153
106.0, TENNESS,4.0,Republican,  HILLEARY,0.5429999828338623
106.0, TENNESS,5.0,Democrat,  CLEMENT,-0.2160000056028366
106.0, TENNESS,6.0,Democrat,  GORDON,-0.20399999618530273
106.0, TENNESS,7.0,Republican,  BRYANT,0.44200000166893005
106.0, TENNESS,8.0,Democrat,  TANNER,-0.18199999630451202
106.0, TENNESS,9.0,Democrat,  FORD,-0.35899999737739563
106.0, TEXAS,1.0,Democrat,  SANDLIN,-0.25
106.0, TEXAS,2.0,Democrat,  TURNER,-0.1850000023841858
106.0, TEXAS,3.0,Republican,  JOHNSON  SA,0.609000027179718
106.0, TEXAS,4.0,Democrat,  HALL  RALPH,0.09600000083446503
106.0, TEXAS,5.0,Republican,  SESSIONS,0.5849999785423279
106.0, TEXAS,6.0,Republican,  BARTON,0.5289999842643738
106.0, TEXAS,7.0,Republican,  ARCHER,0.4959999918937683
106.0, TEXAS,8.0,Republican,  BRADY,0.5180000066757202
106.0, TEXAS,9.0,Democrat,  LAMPSON,-0.17900000512599945
106.0, TEXAS,10.0,Democrat,  DOGGETT,-0.4020000100135803
106.0, TEXAS,11.0,Democrat,  EDWARDS  CH,-0.22599999606609344
106.0, TEXAS,12.0,Republican,  GRANGER,0.3869999945163727
106.0, TEXAS,13.0,Republican,  THORNBERRY,0.5289999842643738
106.0, TEXAS,14.0,Republican,  PAUL,0.8629999756813049
106.0, TEXAS,15.0,Democrat,  HINOJOSA,-0.3400000035762787
106.0, TEXAS,16.0,Democrat,  REYES,-0.32100000977516174
106.0, TEXAS,17.0,Democrat,  STENHOLM,0.01899999938905239
106.0, TEXAS,18.0,Democrat,  JACKSON-LEE,-0.45899999141693115
106.0, TEXAS,19.0,Republican,  COMBEST,0.4580000042915344
106.0, TEXAS,20.0,Democrat,  GONZALEZ,-0.34700000286102295
106.0, TEXAS,21.0,Republican,  SMITH  LAMA,0.4230000078678131
106.0, TEXAS,22.0,Republican,  DELAY,0.5929999947547913
106.0, TEXAS,23.0,Republican,  BONILLA,0.4000000059604645
106.0, TEXAS,24.0,Democrat,  FROST,-0.3160000145435333
106.0, TEXAS,25.0,Democrat,  BENTSEN,-0.2919999957084656
106.0, TEXAS,26.0,Republican,  ARMEY,0.6349999904632568
106.0, TEXAS,27.0,Democrat,  ORTIZ,-0.2720000147819519
106.0, TEXAS,28.0,Democrat,  RODRIGUEZ,-0.3490000069141388
106.0, TEXAS,29.0,Democrat,  GREEN  GENE,-0.3319999873638153
106.0, TEXAS,30.0,Democrat,  JOHNSON  ED,-0.49000000953674316
106.0, UTAH,1.0,Republican,  HANSEN,0.4959999918937683
106.0, UTAH,2.0,Republican,  COOK,0.36399999260902405
106.0, UTAH,3.0,Republican,  CANNON,0.5960000157356262
106.0, VIRGINI,1.0,Republican,  BATEMAN,0.24199999868869781
106.0, VIRGINI,2.0,Democrat,  PICKETT,-0.14900000393390656
106.0, VIRGINI,3.0,Democrat,  SCOTT,-0.4569999873638153
106.0, VIRGINI,4.0,Democrat,  SISISKY,-0.12200000137090683
106.0, VIRGINI,5.0,Democrat,  GOODE,0.11800000071525574
106.0, VIRGINI,6.0,Republican,  GOODLATTE,0.49000000953674316
106.0, VIRGINI,7.0,Republican,  BLILEY,0.38199999928474426
106.0, VIRGINI,8.0,Democrat,  MORAN,-0.3019999861717224
106.0, VIRGINI,9.0,Democrat,  BOUCHER,-0.26499998569488525
106.0, VIRGINI,10.0,Republican,  WOLF,0.2840000092983246
106.0, VIRGINI,11.0,Republican,  DAVIS  THOM,0.28200000524520874
106.0, WASHING,1.0,Democrat,  INSLEE  JAY,-0.33000001311302185
106.0, WASHING,2.0,Republican,  METCALF,0.3840000033378601
106.0, WASHING,3.0,Democrat,  BAIRD  BRIA,-0.34200000762939453
106.0, WASHING,4.0,Republican,  HASTINGS,0.41600000858306885
106.0, WASHING,5.0,Republican,  NETHERCUTT,0.3569999933242798
