congress,state,congressional_district,party,name,ideology_score
100.0, ALABAMA,1.0,Republican,  CALLAHAN,0.37299999594688416
100.0, ALABAMA,2.0,Republican,  DICKINSON,0.39800000190734863
100.0, ALABAMA,3.0,Democrat,  NICHOLS  B,-0.041999999433755875
100.0, ALABAMA,4.0,Democrat,  BEVILL  T,-0.21299999952316284
100.0, ALABAMA,5.0,Democrat,  FLIPPO  R,-0.17499999701976776
100.0, ALABAMA,6.0,Democrat,  ERDREICH  B,-0.05999999865889549
100.0, ALABAMA,7.0,Democrat,  HARRIS  C,-0.08500000089406967
100.0, ALASKA,1.0,Republican,  YOUNG  D,0.27900001406669617
100.0, ARIZONA,1.0,Republican,  RHODES  J,0.40700000524520874
100.0, ARIZONA,2.0,Democrat,  UDALL  M,-0.3869999945163727
100.0, ARIZONA,3.0,Republican,  STUMP  B,0.703000009059906
100.0, ARIZONA,4.0,Republican,  KYL  J,0.5479999780654907
100.0, ARIZONA,5.0,Republican,  KOLBE  J,0.35100001096725464
100.0, ARKANSA,1.0,Democrat,  ALEXANDER,-0.4099999964237213
100.0, ARKANSA,2.0,Democrat,  ROBINSON  T,-0.013000000268220901
100.0, ARKANSA,3.0,Republican,  HAMMERSCHMI,0.2529999911785126
100.0, ARKANSA,4.0,Democrat,  ANTHONY  B,-0.2540000081062317
100.0, CALIFOR,1.0,Democrat,  BOSCO  D,-0.2709999978542328
100.0, CALIFOR,2.0,Republican,  HERGER  W,0.5509999990463257
100.0, CALIFOR,3.0,Democrat,  MATSUI  R,-0.40400001406669617
100.0, CALIFOR,4.0,Democrat,  FAZIO  V,-0.45500001311302185
100.0, CALIFOR,5.0,Democrat,  PELOSI N,-0.49399998784065247
100.0, CALIFOR,6.0,Democrat,  BOXER  B,-0.44999998807907104
100.0, CALIFOR,7.0,Democrat,  MILLER  G,-0.5519999861717224
100.0, CALIFOR,8.0,Democrat,  DELLUMS  R,-0.6439999938011169
100.0, CALIFOR,9.0,Democrat,  STARK  F,-0.6309999823570251
100.0, CALIFOR,10.0,Democrat,  EDWARDS  D,-0.5989999771118164
100.0, CALIFOR,11.0,Democrat,  LANTOS  T,-0.37599998712539673
100.0, CALIFOR,12.0,Republican,  KONNYU  E,0.3720000088214874
100.0, CALIFOR,13.0,Democrat,  MINETA  N,-0.4790000021457672
100.0, CALIFOR,14.0,Republican,  SHUMWAY  N,0.5559999942779541
100.0, CALIFOR,15.0,Democrat,  COELHO  A,-0.4129999876022339
100.0, CALIFOR,16.0,Democrat,  PANETTA  L,-0.257999986410141
100.0, CALIFOR,17.0,Republican,  PASHAYAN  C,0.28200000524520874
100.0, CALIFOR,18.0,Democrat,  LEHMAN  R,-0.27000001072883606
100.0, CALIFOR,19.0,Republican,  LAGOMARSINO,0.3779999911785126
100.0, CALIFOR,20.0,Republican,  THOMAS  W,0.3709999918937683
100.0, CALIFOR,21.0,Republican,  GALLEGLY  E,0.4020000100135803
100.0, CALIFOR,22.0,Republican,  MOORHEAD  C,0.4650000035762787
100.0, CALIFOR,23.0,Democrat,  BEILENSON,-0.4399999976158142
100.0, CALIFOR,24.0,Democrat,  WAXMAN  H,-0.4729999899864197
100.0, CALIFOR,25.0,Democrat,  ROYBAL  E,-0.6100000143051147
100.0, CALIFOR,26.0,Democrat,  BERMAN  H,-0.40400001406669617
100.0, CALIFOR,27.0,Democrat,  LEVINE  M,-0.4359999895095825
100.0, CALIFOR,28.0,Democrat,  DIXON  J,-0.4580000042915344
100.0, CALIFOR,29.0,Democrat,  HAWKINS  A,-0.5170000195503235
100.0, CALIFOR,30.0,Democrat,  MARTINEZ  M,-0.3409999907016754
100.0, CALIFOR,31.0,Democrat,  DYMALLY  M,-0.6850000023841858
100.0, CALIFOR,32.0,Democrat,  ANDERSON  G,-0.26899999380111694
100.0, CALIFOR,33.0,Republican,  DREIER  D,0.4779999852180481
100.0, CALIFOR,34.0,Democrat,  TORRES  E,-0.4869999885559082
100.0, CALIFOR,35.0,Republican,  LEWIS  J,0.3479999899864197
100.0, CALIFOR,36.0,Democrat,  BROWN  G,-0.5059999823570251
100.0, CALIFOR,37.0,Republican,  MCCANDLESS,0.4740000069141388
100.0, CALIFOR,38.0,Republican,  DORNAN  R,0.49000000953674316
100.0, CALIFOR,39.0,Republican,  DANNEMEYER,0.6909999847412109
100.0, CALIFOR,40.0,Republican,  BADHAM  R,0.5410000085830688
100.0, CALIFOR,41.0,Republican,  LOWERY  B,0.33000001311302185
100.0, CALIFOR,42.0,Republican,  LUNGREN  D,0.4970000088214874
100.0, CALIFOR,43.0,Republican,  PACKARD  R,0.4189999997615814
100.0, CALIFOR,44.0,Democrat,  BATES  J,-0.27900001406669617
100.0, CALIFOR,45.0,Republican,  HUNTER  D,0.4699999988079071
100.0, COLORAD,1.0,Democrat,  SCHROEDER,-0.22499999403953552
100.0, COLORAD,2.0,Democrat,  SKAGGS  D,-0.35499998927116394
100.0, COLORAD,3.0,Democrat,  CAMPBELL  B,-0.14100000262260437
100.0, COLORAD,4.0,Republican,  BROWN  H,0.5109999775886536
100.0, COLORAD,5.0,Republican,  HEFLEY  J,0.5910000205039978
100.0, COLORAD,6.0,Republican,  SCHAEFER  D,0.4790000021457672
100.0, CONNECT,1.0,Democrat,  KENNELLY  B,-0.34599998593330383
100.0, CONNECT,2.0,Democrat,  GEJDENSON,-0.41600000858306885
100.0, CONNECT,3.0,Democrat,  MORRISON  B,-0.3959999978542328
100.0, CONNECT,4.0,Republican,  MCKINNEY  S,-0.006000000052154064
100.0, CONNECT,4.0,Republican,  SHAYS  C,0.1289999932050705
100.0, CONNECT,5.0,Republican,  ROWLAND  G,0.16899999976158142
100.0, CONNECT,6.0,Republican,  JOHNSON  N,0.12200000137090683
100.0, DELAWAR,1.0,Democrat,  CARPER  T,-0.17399999499320984
100.0, FLORIDA,1.0,Democrat,  HUTTO  E,-0.007000000216066837
100.0, FLORIDA,2.0,Democrat,  GRANT  B,-0.21799999475479126
100.0, FLORIDA,3.0,Democrat,  BENNETT  C,-0.08799999952316284
100.0, FLORIDA,4.0,Democrat,  CHAPPELL  B,-0.09799999743700027
100.0, FLORIDA,5.0,Republican,  MCCOLLUM  B,0.37700000405311584
100.0, FLORIDA,6.0,Democrat,  MACKAY  B,-0.12999999523162842
100.0, FLORIDA,7.0,Democrat,  GIBBONS  S,-0.2329999953508377
100.0, FLORIDA,8.0,Republican,  YOUNG  C,0.32499998807907104
100.0, FLORIDA,9.0,Republican,  BILIRAKIS,0.38199999928474426
100.0, FLORIDA,10.0,Republican,  IRELAND  A,0.41999998688697815
100.0, FLORIDA,11.0,Democrat,  NELSON  C,-0.1889999955892563
100.0, FLORIDA,12.0,Republican,  LEWIS  T,0.3869999945163727
100.0, FLORIDA,13.0,Republican,  MACK  C,0.4659999907016754
100.0, FLORIDA,14.0,Democrat,  MICA  D,-0.18400000035762787
100.0, FLORIDA,15.0,Republican,  SHAW  C,0.30000001192092896
100.0, FLORIDA,16.0,Democrat,  SMITH  L,-0.35499998927116394
100.0, FLORIDA,17.0,Democrat,  LEHMAN  W,-0.4830000102519989
100.0, FLORIDA,18.0,Democrat,  PEPPER  C,-0.421999990940094
100.0, FLORIDA,19.0,Democrat,  FASCELL  D,-0.4000000059604645
100.0, GEORGIA,1.0,Democrat,  THOMAS  L,-0.14000000059604645
100.0, GEORGIA,2.0,Democrat,  HATCHER  C,-0.20200000703334808
100.0, GEORGIA,3.0,Democrat,  RAY  R,0.03500000014901161
100.0, GEORGIA,4.0,Republican,  SWINDALL  P,0.5130000114440918
100.0, GEORGIA,5.0,Democrat,  LEWIS  J,-0.5870000123977661
100.0, GEORGIA,6.0,Republican,  GINGRICH  N,0.37700000405311584
100.0, GEORGIA,7.0,Democrat,  DARDEN  G,-0.16099999845027924
100.0, GEORGIA,8.0,Democrat,  ROWLAND  J,-0.12700000405311584
100.0, GEORGIA,9.0,Democrat,  JENKINS  E,-0.11599999666213989
100.0, GEORGIA,10.0,Democrat,  BARNARD  D,-0.02800000086426735
100.0, HAWAII,1.0,Republican,  SAIKI  P,0.09600000083446503
100.0, HAWAII,2.0,Democrat,  AKAKA  D,-0.4189999997615814
100.0, IDAHO,1.0,Republican,  CRAIG  L,0.49399998784065247
100.0, IDAHO,2.0,Democrat,  STALLINGS,-0.08399999886751175
100.0, ILLINOI,1.0,Democrat,  HAYES  C,-0.656000018119812
100.0, ILLINOI,2.0,Democrat,  SAVAGE  G,-0.6710000038146973
100.0, ILLINOI,3.0,Democrat,  RUSSO  M,-0.19200000166893005
100.0, ILLINOI,4.0,Republican,  DAVIS  J,0.3930000066757202
100.0, ILLINOI,5.0,Democrat,  LIPINSKI  W,-0.17599999904632568
100.0, ILLINOI,6.0,Republican,  HYDE  H,0.31200000643730164
100.0, ILLINOI,7.0,Democrat,  COLLINS  C,-0.5519999861717224
100.0, ILLINOI,8.0,Democrat,  ROSTENKOWSK,-0.38999998569488525
100.0, ILLINOI,9.0,Democrat,  YATES  S,-0.49399998784065247
100.0, ILLINOI,10.0,Republican,  PORTER  J,0.21699999272823334
100.0, ILLINOI,11.0,Democrat,  ANNUNZIO  F,-0.39800000190734863
100.0, ILLINOI,12.0,Republican,  CRANE  P,0.7390000224113464
100.0, ILLINOI,13.0,Republican,  FAWELL  H,0.3319999873638153
100.0, ILLINOI,14.0,Republican,  HASTERT  JD,0.4429999887943268
100.0, ILLINOI,15.0,Republican,  MADIGAN  E,0.24699999392032623
100.0, ILLINOI,16.0,Republican,  MARTIN  L,0.3449999988079071
100.0, ILLINOI,17.0,Democrat,  EVANS  L,-0.45399999618530273
100.0, ILLINOI,18.0,Republican,  MICHEL  R,0.3720000088214874
100.0, ILLINOI,19.0,Democrat,  BRUCE  T,-0.2680000066757202
100.0, ILLINOI,20.0,Democrat,  DURBIN  D,-0.3659999966621399
100.0, ILLINOI,21.0,Democrat,  PRICE  M,-0.42899999022483826
100.0, ILLINOI,21.0,Democrat,  COSTELLO  J,-0.31700000166893005
100.0, ILLINOI,22.0,Democrat,  GRAY  K,-0.43799999356269836
100.0, INDIANA,1.0,Democrat,  VISCLOSKY,-0.40400001406669617
100.0, INDIANA,2.0,Democrat,  SHARP  P,-0.16599999368190765
100.0, INDIANA,3.0,Republican,  HILER  J,0.4129999876022339
100.0, INDIANA,4.0,Republican,  COATS  D,0.375
100.0, INDIANA,5.0,Democrat,  JONTZ  J,-0.3569999933242798
100.0, INDIANA,6.0,Republican,  BURTON  D,0.5849999785423279
100.0, INDIANA,7.0,Republican,  MYERS  J,0.23600000143051147
100.0, INDIANA,8.0,Democrat,  MCCLOSKEY,-0.335999995470047
100.0, INDIANA,9.0,Democrat,  HAMILTON  L,-0.17100000381469727
100.0, INDIANA,10.0,Democrat,  JACOBS  A,-0.07000000029802322
100.0, IOWA,1.0,Republican,  LEACH  J,0.14100000262260437
100.0, IOWA,2.0,Republican,  TAUKE  T,0.27000001072883606
100.0, IOWA,3.0,Democrat,  NAGLE  D,-0.3490000069141388
100.0, IOWA,4.0,Democrat,  SMITH  N,-0.31299999356269836
100.0, IOWA,5.0,Republican,  LIGHTFOOT,0.39100000262260437
100.0, IOWA,6.0,Republican,  GRANDY  F,0.28299999237060547
100.0, KANSAS,1.0,Republican,  ROBERTS  P,0.41499999165534973
100.0, KANSAS,2.0,Democrat,  SLATTERY  J,-0.0989999994635582
100.0, KANSAS,3.0,Republican,  MEYERS  J,0.20800000429153442
100.0, KANSAS,4.0,Democrat,  GLICKMAN  D,-0.13300000131130219
100.0, KANSAS,5.0,Republican,  WHITTAKER,0.34599998593330383
100.0, KENTUCK,1.0,Democrat,  HUBBARD  C,-0.03799999877810478
100.0, KENTUCK,2.0,Democrat,  NATCHER  W,-0.2879999876022339
100.0, KENTUCK,3.0,Democrat,  MAZZOLI  R,-0.1860000044107437
100.0, KENTUCK,4.0,Republican,  BUNNING  J,0.5210000276565552
100.0, KENTUCK,5.0,Republican,  ROGERS  H,0.3319999873638153
100.0, KENTUCK,6.0,Republican,  HOPKINS  L,0.34700000286102295
100.0, KENTUCK,7.0,Democrat,  PERKINS  C,-0.5600000023841858
100.0, LOUISIA,1.0,Republican,  LIVINGSTON,0.32600000500679016
100.0, LOUISIA,2.0,Democrat,  BOGGS  C,-0.35899999737739563
100.0, LOUISIA,3.0,Democrat,  TAUZIN  W,0.029999999329447746
100.0, LOUISIA,4.0,Democrat,  ROEMER  C,0.17800000309944153
100.0, LOUISIA,4.0,Republican,  MCCRERY  J,0.3619999885559082
100.0, LOUISIA,5.0,Democrat,  HUCKABY  J,-0.008999999612569809
100.0, LOUISIA,6.0,Republican,  BAKER  R,0.4230000078678131
100.0, LOUISIA,7.0,Democrat,  HAYES  J,-0.05700000002980232
100.0, LOUISIA,8.0,Republican,  HOLLOWAY  C,0.4749999940395355
100.0, MAINE,1.0,Democrat,  BRENNAN  J,-0.30799999833106995
100.0, MAINE,2.0,Republican,  SNOWE  O,0.09099999815225601
100.0, MARYLAN,1.0,Democrat,  DYSON  R,-0.10400000214576721
100.0, MARYLAN,2.0,Republican,  BENTLEY  H,0.2759999930858612
100.0, MARYLAN,3.0,Democrat,  CARDIN  B,-0.33000001311302185
100.0, MARYLAN,4.0,Democrat,  MCMILLEN  T,-0.21400000154972076
100.0, MARYLAN,5.0,Democrat,  HOYER  S,-0.3799999952316284
100.0, MARYLAN,6.0,Democrat,  BYRON  B,-0.024000000208616257
100.0, MARYLAN,7.0,Democrat,  MFUME  K,-0.44600000977516174
100.0, MARYLAN,8.0,Republican,  MORELLA  C,-0.017999999225139618
100.0, MASSACH,1.0,Republican,  CONTE  S,-0.023000000044703484
100.0, MASSACH,2.0,Democrat,  BOLAND  E,-0.3059999942779541
100.0, MASSACH,3.0,Democrat,  EARLY  J,-0.2540000081062317
100.0, MASSACH,4.0,Democrat,  FRANK  B,-0.49900001287460327
100.0, MASSACH,5.0,Democrat,  ATKINS  C,-0.40700000524520874
100.0, MASSACH,6.0,Democrat,  MAVROULES,-0.34200000762939453
100.0, MASSACH,7.0,Democrat,  MARKEY  E,-0.49799999594688416
100.0, MASSACH,8.0,Democrat,  KENNEDY  J,-0.4129999876022339
100.0, MASSACH,9.0,Democrat,  MOAKLEY  J,-0.4180000126361847
100.0, MASSACH,10.0,Democrat,  STUDDS  G,-0.4440000057220459
100.0, MASSACH,11.0,Democrat,  DONNELLY  B,-0.29100000858306885
100.0, MICHIGA,1.0,Democrat,  CONYERS  J,-0.6600000262260437
100.0, MICHIGA,2.0,Republican,  PURSELL  C,0.11999999731779099
100.0, MICHIGA,3.0,Democrat,  WOLPE  H,-0.37400001287460327
100.0, MICHIGA,4.0,Republican,  UPTON  F,0.3370000123977661
100.0, MICHIGA,5.0,Republican,  HENRY  P,0.2639999985694885
100.0, MICHIGA,6.0,Democrat,  CARR  B,-0.2540000081062317
100.0, MICHIGA,7.0,Democrat,  KILDEE  D,-0.38499999046325684
100.0, MICHIGA,8.0,Democrat,  TRAXLER  B,-0.33000001311302185
100.0, MICHIGA,9.0,Republican,  VANDERJAGT,0.24699999392032623
100.0, MICHIGA,10.0,Republican,  SCHUETTE  B,0.2800000011920929
100.0, MICHIGA,11.0,Republican,  DAVIS  R,0.09799999743700027
100.0, MICHIGA,12.0,Democrat,  BONIOR  D,-0.546999990940094
100.0, MICHIGA,13.0,Democrat,  CROCKETT  G,-0.6510000228881836
100.0, MICHIGA,14.0,Democrat,  HERTEL  D,-0.3449999988079071
100.0, MICHIGA,15.0,Democrat,  FORD  W,-0.515999972820282
100.0, MICHIGA,16.0,Democrat,  DINGELL  J,-0.4480000138282776
100.0, MICHIGA,17.0,Democrat,  LEVIN  S,-0.3790000081062317
100.0, MICHIGA,18.0,Republican,  BROOMFIELD,0.22699999809265137
100.0, MINNESO,1.0,Democrat,  PENNY  T,-0.050999999046325684
100.0, MINNESO,2.0,Republican,  WEBER  V,0.38100001215934753
100.0, MINNESO,3.0,Republican,  FRENZEL  B,0.3529999852180481
100.0, MINNESO,4.0,Democrat,  VENTO  B,-0.47200000286102295
100.0, MINNESO,5.0,Democrat,  SABO  M,-0.515999972820282
100.0, MINNESO,6.0,Democrat,  SIKORSKI  G,-0.21699999272823334
100.0, MINNESO,7.0,Republican,  STANGELAND,0.34599998593330383
100.0, MINNESO,8.0,Democrat,  OBERSTAR  J,-0.5529999732971191
100.0, MISSISS,1.0,Democrat,  WHITTEN  J,-0.16099999845027924
100.0, MISSISS,2.0,Democrat,  ESPY  M,-0.38600000739097595
100.0, MISSISS,3.0,Democrat,  MONTGOMERY,0.017000000923871994
100.0, MISSISS,4.0,Democrat,  DOWDY  W,-0.2590000033378601
100.0, MISSISS,5.0,Republican,  LOTT  T,0.38999998569488525
100.0, MISSOUR,1.0,Democrat,  CLAY  W,-0.49000000953674316
100.0, MISSOUR,2.0,Republican,  BUECHNER J,0.33000001311302185
100.0, MISSOUR,3.0,Democrat,  GEPHARDT  R,-0.41600000858306885
100.0, MISSOUR,4.0,Democrat,  SKELTON  I,-0.1720000058412552
100.0, MISSOUR,5.0,Democrat,  WHEAT  A,-0.4650000035762787
100.0, MISSOUR,6.0,Republican,  COLEMAN  E,0.2619999945163727
100.0, MISSOUR,7.0,Republican,  TAYLOR  G,0.328000009059906
100.0, MISSOUR,8.0,Republican,  EMERSON  B,0.3319999873638153
100.0, MISSOUR,9.0,Democrat,  VOLKMER  H,-0.19599999487400055
100.0, MONTANA,1.0,Democrat,  WILLIAMS  P,-0.3149999976158142
100.0, MONTANA,2.0,Republican,  MARLENEE  R,0.3930000066757202
100.0, NEBRASK,1.0,Republican,  BEREUTER  D,0.23100000619888306
100.0, NEBRASK,2.0,Republican,  DAUB  H,0.39100000262260437
100.0, NEBRASK,3.0,Republican,  SMITH  V,0.23800000548362732
100.0, NEVADA,1.0,Democrat,  BILBRAY  J,-0.18400000035762787
100.0, NEVADA,2.0,Republican,  VUCANOVICH,0.4410000145435333
100.0, NEW HAM,1.0,Republican,  SMITH  RC,0.6230000257492065
100.0, NEW HAM,2.0,Republican,  GREGG  J,0.42899999022483826
100.0, NEW JER,1.0,Democrat,  FLORIO  J,-0.3179999887943268
100.0, NEW JER,2.0,Democrat,  HUGHES  W,-0.15299999713897705
100.0, NEW JER,3.0,Democrat,  HOWARD  J,-0.4309999942779541
100.0, NEW JER,4.0,Republican,  SMITH  C,0.15600000321865082
100.0, NEW JER,5.0,Republican,  ROUKEMA  M,0.16200000047683716
100.0, NEW JER,6.0,Democrat,  DWYER  B,-0.37299999594688416
100.0, NEW JER,7.0,Republican,  RINALDO  M,0.023000000044703484
100.0, NEW JER,8.0,Democrat,  ROE  R,-0.32600000500679016
100.0, NEW JER,9.0,Democrat,  TORRICELLI,-0.2619999945163727
100.0, NEW JER,10.0,Democrat,  RODINO  P,-0.4350000023841858
100.0, NEW JER,11.0,Republican,  GALLO  D,0.2029999941587448
100.0, NEW JER,12.0,Republican,  COURTER  J,0.26899999380111694
100.0, NEW JER,13.0,Republican,  SAXTON  H,0.23800000548362732
100.0, NEW JER,14.0,Democrat,  GUARINI  F,-0.29499998688697815
100.0, NEW MEX,1.0,Republican,  LUJAN  M,0.2720000147819519
100.0, NEW MEX,2.0,Republican,  SKEEN  J,0.3009999990463257
100.0, NEW MEX,3.0,Democrat,  RICHARDSON,-0.32100000977516174
100.0, NEW YOR,1.0,Democrat,  HOCHBRUECKN,-0.3479999899864197
100.0, NEW YOR,2.0,Democrat,  DOWNEY  T,-0.3840000033378601
100.0, NEW YOR,3.0,Democrat,  MRAZEK  R,-0.3490000069141388
100.0, NEW YOR,4.0,Republican,  LENT  N,0.18299999833106995
100.0, NEW YOR,5.0,Republican,  MCGRATH  R,0.1850000023841858
100.0, NEW YOR,6.0,Democrat,  FLAKE  F,-0.45500001311302185
100.0, NEW YOR,7.0,Democrat,  ACKERMAN  G,-0.42899999022483826
100.0, NEW YOR,8.0,Democrat,  SCHEUER  J,-0.4779999852180481
100.0, NEW YOR,9.0,Democrat,  MANTON  T,-0.3610000014305115
100.0, NEW YOR,10.0,Democrat,  SCHUMER  C,-0.3499999940395355
100.0, NEW YOR,11.0,Democrat,  TOWNS  E,-0.5189999938011169
100.0, NEW YOR,12.0,Democrat,  OWENS  M,-0.5690000057220459
100.0, NEW YOR,13.0,Democrat,  SOLARZ  S,-0.42899999022483826
100.0, NEW YOR,14.0,Republican,  MOLINARI  G,0.2549999952316284
100.0, NEW YOR,15.0,Republican,  GREEN  S,-0.04399999976158142
100.0, NEW YOR,16.0,Democrat,  RANGEL  C,-0.5139999985694885
100.0, NEW YOR,17.0,Democrat,  WEISS  T,-0.5640000104904175
100.0, NEW YOR,18.0,Democrat,  GARCIA  R,-0.5590000152587891
100.0, NEW YOR,19.0,Democrat,  BIAGGI  M,-0.33899998664855957
100.0, NEW YOR,20.0,Republican,  DIOGUARDI,0.21799999475479126
100.0, NEW YOR,21.0,Republican,  FISH  H,0.07000000029802322
100.0, NEW YOR,22.0,Republican,  GILMAN  B,0.0430000014603138
100.0, NEW YOR,23.0,Democrat,  STRATTON  S,-0.13899999856948853
100.0, NEW YOR,24.0,Republican,  SOLOMON  G,0.492000013589859
100.0, NEW YOR,25.0,Republican,  BOEHLERT  S,0.10300000011920929
100.0, NEW YOR,26.0,Republican,  MARTIN  D,0.23199999332427979
100.0, NEW YOR,27.0,Republican,  WORTLEY  G,0.2070000022649765
100.0, NEW YOR,28.0,Democrat,  MCHUGH  M,-0.3529999852180481
100.0, NEW YOR,29.0,Republican,  HORTON  F,-0.004000000189989805
100.0, NEW YOR,30.0,Democrat,  SLAUGHTER,-0.4650000035762787
100.0, NEW YOR,31.0,Republican,  KEMP  J,0.30000001192092896
100.0, NEW YOR,32.0,Democrat,  LAFALCE  J,-0.3569999933242798
100.0, NEW YOR,33.0,Democrat,  NOWAK  H,-0.3319999873638153
100.0, NEW YOR,34.0,Republican,  HOUGHTON  A,0.15399999916553497
100.0, NORTH C,1.0,Democrat,  JONES  W,-0.2590000033378601
100.0, NORTH C,2.0,Democrat,  VALENTINE,-0.08399999886751175
100.0, NORTH C,3.0,Democrat,  LANCASTER,-0.1340000033378601
100.0, NORTH C,4.0,Democrat,  PRICE  D,-0.33899998664855957
100.0, NORTH C,5.0,Democrat,  NEAL  S,-0.14499999582767487
100.0, NORTH C,6.0,Republican,  COBLE  H,0.5199999809265137
100.0, NORTH C,7.0,Democrat,  ROSE  C,-0.3190000057220459
100.0, NORTH C,8.0,Democrat,  HEFNER  W,-0.2639999985694885
100.0, NORTH C,9.0,Republican,  MCMILLAN  J,0.2939999997615814
100.0, NORTH C,10.0,Republican,  BALLENGER,0.46399998664855957
100.0, NORTH C,11.0,Democrat,  CLARKE  J,-0.20399999618530273
100.0, NORTH D,1.0,Democrat,  DORGAN  B,-0.2669999897480011
100.0, OHIO,1.0,Democrat,  LUKEN  T,-0.16300000250339508
100.0, OHIO,2.0,Republican,  GRADISON  B,0.2329999953508377
100.0, OHIO,3.0,Democrat,  HALL  T,-0.2800000011920929
100.0, OHIO,4.0,Republican,  OXLEY  M,0.38199999928474426
100.0, OHIO,5.0,Republican,  LATTA  D,0.39100000262260437
100.0, OHIO,6.0,Republican,  MCEWEN  B,0.35899999737739563
100.0, OHIO,7.0,Republican,  DEWINE  M,0.289000004529953
100.0, OHIO,8.0,Republican,  LUKENS  D,0.45899999141693115
100.0, OHIO,9.0,Democrat,  KAPTUR  M,-0.35100001096725464
100.0, OHIO,10.0,Republican,  MILLER  C,0.41600000858306885
100.0, OHIO,11.0,Democrat,  ECKART  D,-0.24199999868869781
100.0, OHIO,12.0,Republican,  KASICH  J,0.3140000104904175
100.0, OHIO,13.0,Democrat,  PEASE  D,-0.30799999833106995
100.0, OHIO,14.0,Democrat,  SAWYER  T,-0.37700000405311584
100.0, OHIO,15.0,Republican,  WYLIE  C,0.23000000417232513
100.0, OHIO,16.0,Republican,  REGULA  R,0.22100000083446503
100.0, OHIO,17.0,Democrat,  TRAFICANT,-0.0820000022649765
100.0, OHIO,18.0,Democrat,  APPLEGATE,-0.10599999874830246
100.0, OHIO,19.0,Democrat,  FEIGHAN  E,-0.30399999022483826
100.0, OHIO,20.0,Democrat,  OAKAR  M,-0.4000000059604645
100.0, OHIO,21.0,Democrat,  STOKES  L,-0.578000009059906
100.0, OKLAHOM,1.0,Republican,  INHOFE  J,0.5519999861717224
100.0, OKLAHOM,2.0,Democrat,  SYNAR  M,-0.32100000977516174
100.0, OKLAHOM,3.0,Democrat,  WATKINS  W,-0.12600000202655792
100.0, OKLAHOM,4.0,Democrat,  MCCURDY  D,-0.1120000034570694
100.0, OKLAHOM,5.0,Republican,  EDWARDS  M,0.39399999380111694
100.0, OKLAHOM,6.0,Democrat,  ENGLISH  G,-0.027000000700354576
100.0, OREGON,1.0,Democrat,  AUCOIN  L,-0.23100000619888306
100.0, OREGON,2.0,Republican,  SMITH  R,0.3959999978542328
100.0, OREGON,3.0,Democrat,  WYDEN  R,-0.31299999356269836
100.0, OREGON,4.0,Democrat,  DEFAZIO  P,-0.42899999022483826
100.0, OREGON,5.0,Republican,  SMITH  D,0.6029999852180481
100.0, PENNSYL,1.0,Democrat,  FOGLIETTA,-0.5059999823570251
100.0, PENNSYL,2.0,Democrat,  GRAY  W,-0.5109999775886536
100.0, PENNSYL,3.0,Democrat,  BORSKI  R,-0.41600000858306885
100.0, PENNSYL,4.0,Democrat,  KOLTER  J,-0.2800000011920929
100.0, PENNSYL,5.0,Republican,  SCHULZE  R,0.2709999978542328
100.0, PENNSYL,6.0,Democrat,  YATRON  G,-0.17399999499320984
100.0, PENNSYL,7.0,Republican,  WELDON  C,0.23199999332427979
100.0, PENNSYL,8.0,Democrat,  KOSTMAYER,-0.2980000078678131
100.0, PENNSYL,9.0,Republican,  SHUSTER  B,0.41600000858306885
100.0, PENNSYL,10.0,Republican,  MCDADE  J,0.09300000220537186
100.0, PENNSYL,11.0,Democrat,  KANJORSKI,-0.30300000309944153
100.0, PENNSYL,12.0,Democrat,  MURTHA  J,-0.26499998569488525
100.0, PENNSYL,13.0,Republican,  COUGHLIN  L,0.20399999618530273
100.0, PENNSYL,14.0,Democrat,  COYNE  W,-0.49399998784065247
100.0, PENNSYL,15.0,Republican,  RITTER  D,0.2680000066757202
100.0, PENNSYL,16.0,Republican,  WALKER  R,0.5809999704360962
100.0, PENNSYL,17.0,Republican,  GEKAS  G,0.4259999990463257
100.0, PENNSYL,18.0,Democrat,  WALGREN  D,-0.24699999392032623
100.0, PENNSYL,19.0,Republican,  GOODLING  W,0.335999995470047
100.0, PENNSYL,20.0,Democrat,  GAYDOS  J,-0.27799999713897705
100.0, PENNSYL,21.0,Republican,  RIDGE  T,0.1860000044107437
100.0, PENNSYL,22.0,Democrat,  MURPHY  A,-0.08100000023841858
100.0, PENNSYL,23.0,Republican,  CLINGER  W,0.17599999904632568
100.0, RHODE I,1.0,Democrat,  ST GERMAIN,-0.35499998927116394
100.0, RHODE I,2.0,Republican,  SCHNEIDER,-0.026000000536441803
100.0, SOUTH C,1.0,Republican,  RAVENEL  A,0.16200000047683716
100.0, SOUTH C,2.0,Republican,  SPENCE  F,0.3199999928474426
100.0, SOUTH C,3.0,Democrat,  DERRICK  B,-0.2150000035762787
100.0, SOUTH C,4.0,Democrat,  PATTERSON,-0.054999999701976776
100.0, SOUTH C,5.0,Democrat,  SPRATT  J,-0.25600001215934753
100.0, SOUTH C,6.0,Democrat,  TALLON  R,-0.10000000149011612
100.0, SOUTH D,1.0,Democrat,  JOHNSON  T,-0.25
100.0, TENNESS,1.0,Republican,  QUILLEN  J,0.2460000067949295
100.0, TENNESS,2.0,Republican,  DUNCAN  J,0.1940000057220459
100.0, TENNESS,3.0,Democrat,  LLOYD  M,-0.057999998331069946
