GDP,Year,iso,totrev,tottax,democracy,lGDP
15968688822,2002,JOR,24.40918457,17.48160141,0,23.49389569
16633153996,2003,JOR,22.98091022,18.2171808,0,23.53466377
18058165848,2004,JOR,25.57458905,20.99524285,0,23.61686382
19529289369,2005,JOR,28.51316527,24.41680672,0,23.69518119
21109859431,2006,JOR,29.48290398,24.55578454,0,23.77300604
22835742225,2007,JOR,29.75682137,24.69046245,0,23.85159279
24487316382,2008,JOR,25.64548195,17.68806516,0,23.92142112
25828384110,2009,JOR,24.64108325,17.02873699,0,23.97473988
26425379437,2010,JOR,22.59993604,15.91461465,0,23.99759073
1.69969E+11,2000,ISR,35.25983648,29.46631075,1,25.85888297
1.7038E+11,2001,ISR,34.52175683,29.02470983,1,25.86129585
1.70263E+11,2002,ISR,33.92494998,28.11546309,1,25.86061287
1.72268E+11,2003,ISR,32.81147678,27.39592429,1,25.87231547
1.81078E+11,2004,ISR,32.71414623,27.40163538,1,25.92219125
1.89027E+11,2005,ISR,33.0402937,27.92459,1,25.96515413
1.99994E+11,2006,ISR,33.64866155,28.64782419,1,26.02155156
2.12263E+11,2007,ISR,33.6583482,28.67566346,1,26.08109398
2.18757E+11,2008,ISR,31.25129617,26.38019457,1,26.11122939
2.21533E+11,2009,ISR,28.91074383,24.48305978,1,26.12383621
2.33755E+11,2010,ISR,29.73296758,25.18013931,1,26.17753831
3.79223E+11,2000,SAU,36.31727878,1.674450281,0,26.66139133
3.74632E+11,2001,SAU,33.03326788,1.506120061,0,26.64921
3.6407E+11,2002,SAU,29.95687897,1.364233456,0,26.62061324
4.04999E+11,2003,SAU,34.31449475,1.235667798,0,26.72715162
4.37231E+11,2004,SAU,40.43150297,1.370734105,0,26.80372778
4.61602E+11,2005,SAU,46.11800246,NA,0,26.85796831
4.74473E+11,2006,SAU,48.06796501,NA,0,26.88547065
4.83237E+11,2007,SAU,41.27379113,NA,0,26.90377343
5.13438E+11,2008,SAU,56.44590348,NA,0,26.96439591
5.02865E+11,2009,SAU,31.68197216,1.273990642,0,26.94358824
5.28207E+11,2010,SAU,37.53904623,1.103494077,0,26.99275447
20345854642,2000,YEM,37.45676572,7.12218536,0,23.73614302
21119738902,2001,YEM,33.89691722,6.840739522,0,23.77347393
21950849521,2002,YEM,29.86527739,6.980538411,0,23.81207168
22773435258,2003,YEM,30.75685178,6.726578815,0,23.84886057
23678154701,2004,YEM,NA,NA,0,23.88781872
25002177461,2005,YEM,NA,NA,0,23.94222876
25794848835,2006,YEM,NA,NA,0,23.97344065
26655991280,2007,YEM,NA,NA,0,24.00627978
27628287079,2008,YEM,NA,NA,0,24.04210598
28696460069,2009,YEM,NA,NA,0,24.08003961
30906749533,2010,YEM,NA,NA,0,24.15424043
73401577460,2000,KWT,60.95410941,0.838302653,0,25.01921126
73936694348,2001,KWT,81.54450262,0.869483919,0,25.02647508
76154795185,2002,KWT,57.20942273,0.949175943,0,25.05603388
89344806001,2003,KWT,50.89774162,0.946836864,0,25.21576895
98960267620,2004,KWT,45.50436719,1.067534395,0,25.31798427
1.08931E+11,2005,KWT,44.66624285,0.974782793,0,25.41398467
1.17123E+11,2006,KWT,64.32643366,0.824567357,0,25.48649368
1.24141E+11,2007,KWT,61.78447561,0.877812222,0,25.54468392
1.2722E+11,2008,KWT,59.53306411,0.893488137,0,25.56917987
1.18217E+11,2009,KWT,78.75131165,1.137854145,0,25.49579053
1.15419E+11,2010,KWT,60.76362647,0.906919798,0,25.47183526
15256276507,2000,BHR,28.8879108,NA,0,23.44825683
15636315476,2001,BHR,25.82633864,NA,0,23.47286196
16201435104,2002,BHR,25.91350152,NA,0,23.50836566
17177401648,2003,BHR,25.7204611,NA,0,23.5668605
18376546950,2004,BHR,25.52791262,NA,0,23.63434107
19620444334,2005,BHR,27.17654897,1.035976016,0,23.69983794
20889606053,2006,BHR,26.0324806,1.028456453,0,23.76251755
22621864900,2007,BHR,24.48947368,1.018237454,0,23.84218275
24034629396,2008,BHR,27.3940209,1.054825696,0,23.90276152
24645054296,2009,BHR,19.47327536,1.233507246,0,23.92784208
25713271277,2010,BHR,22.20738519,1.176251552,0,23.97027309
36044298341,2000,QAT,38.66441853,NA,0,24.30801453
37449372355,2001,QAT,35.64379699,NA,0,24.34625579
40139043104,2002,QAT,41.78678849,NA,0,24.41561534
41632198904,2003,QAT,35.85912237,NA,0,24.45213972
49633455959,2004,QAT,47.67037191,NA,0,24.62793096
53352370952,2005,QAT,40.52353308,NA,0,24.70018426
67314817504,2006,QAT,38.83471488,NA,0,24.93264622
79421829550,2007,QAT,40.59610341,NA,0,25.0980391
93450549191,2008,QAT,33.5922418,NA,0,25.26069825
1.04624E+11,2009,QAT,47.5004635,NA,0,25.37363901
1.25122E+11,2010,QAT,34.29612796,NA,0,25.55255755
1.98234E+11,2000,ARE,23.18758534,0.509764146,0,26.01271497
2.01008E+11,2001,ARE,20.42080904,0.540836874,0,26.02660885
2.05899E+11,2002,ARE,16.14827672,0.470617406,0,26.05065205
2.24019E+11,2003,ARE,21.89847196,0.602195935,0,26.13499817
2.4545E+11,2004,ARE,23.63833961,0.618915608,0,26.22635908
2.57367E+11,2005,ARE,30.79186755,0.644034988,0,26.27376868
2.82685E+11,2006,ARE,34.65318497,0.708573866,0,26.36759886
2.91687E+11,2007,ARE,33.55859446,0.944154173,0,26.39894625
3.00997E+11,2008,ARE,38.65274733,0.852422793,0,26.43036581
2.85216E+11,2009,ARE,26.86905374,1.06169448,0,26.37651217
2.8988E+11,2010,ARE,29.79005197,NA,0,26.39273437
42407802341,2000,OMN,29.99200107,NA,0,24.4705982
44308712614,2001,OMN,33.65824308,NA,0,24.51444717
43821066320,2002,OMN,38.12136862,NA,0,24.5033805
42651495449,2003,OMN,39.43856696,NA,0,24.47632817
43202600780,2004,OMN,42.07309389,NA,0,24.48916653
44278543563,2005,OMN,37.18349929,NA,0,24.51376605
46657217165,2006,OMN,34.3312369,NA,0,24.56609346
48734720416,2007,OMN,36.05240391,NA,0,24.60965756
52730819246,2008,OMN,32.26919464,NA,0,24.68846593
55953966190,2009,OMN,36.29366871,NA,0,24.74779516
58641621958,2010,OMN,40.10023062,NA,0,24.79471055
NA,2000,AFG,NA,NA,0,NA
NA,2001,AFG,NA,NA,0,NA
8013233122,2002,AFG,3.280729038,NA,0,22.80436015
8689883606,2003,AFG,4.634533898,NA,0,22.88542538
8781610175,2004,AFG,5.062835678,NA,0,22.89592562
9762978844,2005,AFG,7.357888809,NA,0,23.0018634
10305228125,2006,AFG,8.865195387,NA,0,23.05591719
11721187594,2007,AFG,7.791767533,NA,0,23.18466395
12144482858,2008,AFG,7.786429647,NA,0,23.22014082
14697331941,2009,AFG,10.37977681,NA,0,23.41093181
15936800636,2010,AFG,11.00948916,NA,0,23.49189678
10753701529,2000,TKM,18.36875359,8.497032357,0,23.09851586
11220825732,2001,TKM,18.41630842,10.27596727,0,23.14103733
11249683443,2002,TKM,15.25641026,6.412466844,0,23.14360583
11617416309,2003,TKM,14.18735797,4.403669725,0,23.17577121
12198334458,2004,TKM,15.36846383,4.355188296,0,23.22456526
13789041601,2005,TKM,16.99792845,6.399417726,0,23.34714003
15301298963,2006,TKM,17.47044811,6.962110657,0,23.45120356
16993515438,2007,TKM,14.75185185,5.425925926,0,23.55609766
19491562208,2008,TKM,19.11461492,11.58277744,0,23.6932475
20680547525,2009,TKM,NA,NA,0,23.75245936
22583157895,2010,TKM,NA,NA,0,23.84047024
2570938101,2000,TJK,11.9037078,11.25622579,0,21.66753669
2833173814,2001,TJK,13.41958599,12.27308917,0,21.76466341
3139156584,2002,TJK,14.55904335,13.03437967,0,21.86722
3484463717,2003,TJK,15.19546028,13.15678857,0,21.97157999
3843363540,2004,TJK,15.32965248,13.21857746,0,22.06961374
4100868784,2005,TJK,17.20594362,14.49798639,0,22.13446469
4387929677,2006,TJK,16.87877481,14.49525453,0,22.20212335
4730188250,2007,TJK,18.52895149,15.81377152,0,22.27723084
5103873020,2008,TJK,18.53597592,16.71304447,0,22.3532655
5297820245,2009,TJK,17.74232653,15.53605198,0,22.3905613
5642178580,2010,TJK,18.56709168,15.66079741,0,22.4535361
3205083428,2000,KGZ,14.21096117,11.74454543,0,21.88800396
3375644645,2001,KGZ,16.13632365,12.43587835,0,21.93985215
3375058863,2002,KGZ,18.00390091,13.89865591,0,21.9396786
3612335496,2003,KGZ,18.18008394,14.20378672,0,22.00762035
3866169244,2004,KGZ,18.78411464,14.81807294,0,22.07552999
3859382253,2005,KGZ,19.88324959,16.21522513,0,22.07377297
3979134974,2006,KGZ,21.82601054,17.55799649,0,22.10433029
4319067497,2007,KGZ,24.2152814,18.70709947,0,22.18630536
4681938961,2008,KGZ,24.17975233,19.10985574,0,22.26697817
4817073517,2009,KGZ,22.80256233,17.93930117,0,22.29543243
4794357795,2010,KGZ,23.25508579,17.86231276,0,22.2907056
20045798199,2000,UZB,29.78590212,25.90639357,0,23.7212854
20887721725,2001,UZB,27.44176037,23.18215595,0,23.76242735
21723230594,2002,UZB,26.87429121,22.60865854,0,23.80164806
22635606278,2003,UZB,26.00174836,22.40338287,0,23.84279
24378547961,2004,UZB,25.10398826,22.13522551,0,23.9169694
26085046320,2005,UZB,24.15941319,18.57643468,0,23.98462805
27989254700,2006,UZB,25.06828265,18.68078403,0,24.05508651
30766111720,2007,UZB,25.228658,18.64387537,0,24.14967965
33535061775,2008,UZB,25.49361931,19.20697703,0,24.23585735
36251401778,2009,UZB,24.28301983,18.46561656,0,24.31374389
39332770929,2010,UZB,23.84701403,18.53904673,0,24.39532387
66851172843,2000,KAZ,17.80836355,12.80817508,0,24.92573468
75876081176,2001,KAZ,21.81140487,13.56675536,0,25.05236734
83311937132,2002,KAZ,18.90751129,13.45240299,0,25.14585768
91059947286,2003,KAZ,21.92119428,13.74682213,0,25.23478389
99801702225,2004,KAZ,21.68604669,13.66237977,0,25.32645108
1.09482E+11,2005,KAZ,NA,NA,0,25.41903026
1.21197E+11,2006,KAZ,NA,NA,0,25.52068391
1.31984E+11,2007,KAZ,NA,NA,0,25.60594376
1.36339E+11,2008,KAZ,NA,NA,0,25.63841095
1.37975E+11,2009,KAZ,22.14161077,11.96383603,0,25.65033952
1.48047E+11,2010,KAZ,23.94050987,12.65038092,0,25.72079798
2.23708E+12,2000,CHN,NA,12.49790832,0,28.43619279
2.42365E+12,2001,CHN,NA,13.74379552,0,28.5162962
2.64495E+12,2002,CHN,NA,14.41629737,0,28.60367177
2.91038E+12,2003,CHN,NA,14.47423987,0,28.69930556
3.20466E+12,2004,CHN,NA,14.83328348,0,28.79562635
3.56985E+12,2005,CHN,22.50506281,15.21141507,0,28.90354557
4.02392E+12,2006,CHN,23.62539075,18.62400065,0,29.02327763
4.59658E+12,2007,CHN,31.27581769,17.08276624,0,29.15633356
5.04035E+12,2008,CHN,22.78813225,18.28343401,0,29.24849597
5.51413E+12,2009,CHN,23.33941191,18.41045188,0,29.33833496
6.10062E+12,2010,CHN,23.46075369,18.95969605,0,29.43941158
3837047148,2000,MNG,21.47824568,14.40503233,1,22.06796894
3950344043,2001,MNG,22.47887428,16.13348634,1,22.09706851
4137312976,2002,MNG,22.91881404,16.27687779,1,22.14331237
4427116631,2003,MNG,22.45897727,15.25338873,1,22.21101434
4897515746,2004,MNG,22.7306622,16.29958351,1,22.31199392
5252765153,2005,MNG,20.90432448,15.16271666,1,22.38202047
5702204073,2006,MNG,26.73757707,15.20847485,1,22.46411862
6286566880,2007,MNG,29.4533385,15.96218078,1,22.56168095
6846094463,2008,MNG,25.24231042,NA,1,22.64694418
6759244981,2009,MNG,22.31507475,NA,1,22.63417703
7189481853,2010,MNG,28.15532886,NA,1,22.69588494
NA,2000,NA,NA,NA,0,NA
NA,2001,NA,NA,NA,0,NA
NA,2002,NA,NA,NA,0,NA
NA,2003,NA,NA,NA,0,NA
NA,2004,NA,NA,NA,0,NA
NA,2005,NA,NA,NA,0,NA
NA,2006,NA,NA,NA,0,NA
NA,2007,NA,NA,NA,0,NA
NA,2008,NA,NA,NA,0,NA
NA,2009,NA,NA,NA,0,NA
NA,2010,NA,NA,NA,0,NA
7.10035E+11,2000,KOR,25.48787006,17.87449158,1,27.28858014
7.42166E+11,2001,KOR,25.3866661,17.79486542,1,27.33283916
7.97327E+11,2002,KOR,25.41905919,17.78279072,1,27.4045311
8.20715E+11,2003,KOR,26.12388419,18.22594564,1,27.43344132
8.60928E+11,2004,KOR,25.24919435,17.35071426,1,27.48127713
8.94708E+11,2005,KOR,26.26254719,17.76945855,1,27.5197637
9.4102E+11,2006,KOR,27.44992881,18.56385757,1,27.57023012
9.92432E+11,2007,KOR,28.77421094,19.64835537,1,27.62342387
1.02051E+12,2008,KOR,28.96378988,19.265505,1,27.65132327
1.02773E+12,2009,KOR,28.01597766,18.20843794,1,27.65837346
1.0945E+12,2010,KOR,26.51458775,17.93065404,1,27.72131815
5.34893E+12,2000,JPN,21.19277168,16.75840032,1,29.30791784
5.37066E+12,2001,JPN,21.53637155,16.35118211,1,29.31197211
5.377E+12,2002,JPN,20.06427691,15.35364705,1,29.31315242
5.45918E+12,2003,JPN,19.68842501,15.14064394,1,29.32831924
5.57954E+12,2004,JPN,20.13739873,15.67126806,1,29.35012701
5.67231E+12,2005,JPN,20.69795657,16.61696871,1,29.36661782
5.75286E+12,2006,JPN,23.40672833,17.19996045,1,29.38071779
5.84803E+12,2007,JPN,22.48008843,17.47689389,1,29.39712527
5.78408E+12,2008,JPN,23.36501024,16.39844614,1,29.38613026
5.47075E+12,2009,JPN,21.1209127,15.40879071,1,29.33043656
5.7001E+12,2010,JPN,20.34741403,15.59369966,1,29.3715045
8.02755E+11,2000,IND,17.88324034,13.97654005,1,27.4113151
8.41479E+11,2001,IND,17.12154238,13.3055443,1,27.45842734
8.73489E+11,2002,IND,17.68904404,13.85744031,1,27.49576143
9.42149E+11,2003,IND,18.36267637,14.60392616,1,27.57142887
1.01679E+12,2004,IND,19.47461762,15.64232422,1,27.64767617
1.1112E+12,2005,IND,19.95246075,16.34986918,1,27.73646352
1.21414E+12,2006,IND,21.08535485,17.63622469,1,27.82505999
1.33315E+12,2007,IND,21.8823402,18.46377346,1,27.91856272
1.38502E+12,2008,IND,20.14518495,17.19660181,1,27.95673439
1.50246E+12,2009,IND,18.59354136,15.92073271,1,28.03812804
1.65662E+12,2010,IND,20.54451884,16.86239421,1,28.13579873
688733275.1,2000,BTN,23.71099905,10.38501943,0,20.35036464
745235395.5,2001,BTN,23.21209968,9.081390942,0,20.42921069
825183060.9,2002,BTN,20.7612481,9.939447577,0,20.53111581
888427847.1,2003,BTN,17.23405955,9.853159041,0,20.60496399
940813179.5,2004,BTN,16.45544229,8.045379809,0,20.66225514
1007823159,2005,BTN,17.74657877,8.870567115,0,20.73105855
1076852656,2006,BTN,17.86481911,9.567421144,0,20.79730842
1269887377,2007,BTN,22.26282037,8.25223566,0,20.96219405
1330440106,2008,BTN,23.5850096,8.84303263,0,21.00877563
1419010481,2009,BTN,24.10706771,9.751440102,0,21.07322562
1585472534,2010,BTN,23.2574309,14.25162757,0,21.18414833
1.17555E+11,2000,PAK,12.88400419,9.360872882,0,25.49017438
1.19886E+11,2001,PAK,11.79308355,9.317838755,0,25.50980527
1.23751E+11,2002,PAK,12.89997445,9.567150949,0,25.54154063
1.29749E+11,2003,PAK,13.35091696,10.00557576,0,25.58886611
1.39309E+11,2004,PAK,12.5175657,9.542315663,0,25.65996343
1.49991E+11,2005,PAK,12.06048973,8.911269866,0,25.7338392
1.59256E+11,2006,PAK,12.43171993,8.747030243,0,25.79378163
1.66953E+11,2007,PAK,13.58219768,9.234737688,0,25.84097831
1.69794E+11,2008,PAK,12.9288821,9.493557486,1,25.85784925
1.74602E+11,2009,PAK,13.51244387,8.943092449,1,25.88577233
1.77407E+11,2010,PAK,13.80200815,9.97542476,1,25.90171154
67013463193,2000,BGD,6.956619505,5.565295604,1,24.92815938
70415929567,2001,BGD,8.156552302,6.30318092,1,24.97768535
73115059421,2002,BGD,8.379360807,6.317941038,1,25.01530019
76580396942,2003,BGD,8.260216417,6.601143033,1,25.06160697
80592852042,2004,BGD,8.128308016,6.616304233,1,25.1126758
85860356478,2005,BGD,8.377279427,6.679803297,1,25.17598805
91588846354,2006,BGD,8.204640823,6.582942384,1,25.24057534
98053769823,2007,BGD,8.220999846,6.454250366,0,25.30878184
1.03951E+11,2008,BGD,8.968048096,7.217537432,0,25.36718083
1.09195E+11,2009,BGD,9.049665063,7.036703243,1,25.41640066
1.15279E+11,2010,BGD,9.071117226,7.293779608,1,25.47062179
15984737490,2000,MMR,4.55843527,2.575114156,0,23.4949002
17798045642,2001,MMR,3.969022999,1.959339078,0,23.60235449
19938352012,2002,MMR,4.305688631,1.737034163,0,23.71591095
22698616845,2003,MMR,4.320966267,1.91877581,0,23.84556983
25777607411,2004,MMR,5.615287046,2.840696896,0,23.97277202
29275358078,2005,MMR,5.787792209,3.369626345,0,24.10001198
33103433579,2006,MMR,NA,NA,0,24.22290285
37073010379,2007,MMR,NA,NA,0,24.33615506
40874960812,2008,MMR,NA,NA,0,24.43378351
45187272895,2009,MMR,NA,NA,0,24.53408131
49540813342,2010,MMR,NA,NA,0,24.62606268
34271798041,2000,LKA,13.94773295,12.25270156,1,24.25758864
33742158886,2001,LKA,13.89815511,12.35641689,1,24.2420139
35079926055,2002,LKA,13.74130317,11.84515725,1,24.2808949
37163768055,2003,LKA,13.09957138,11.10627403,1,24.33860015
39187357999,2004,LKA,12.86824841,11.76623001,1,24.39162003
41633334151,2005,LKA,13.35028316,11.99914218,1,24.45216699
44825899741,2006,LKA,13.98519683,12.73724808,1,24.52605193
47872638203,2007,LKA,13.56872222,12.4264893,1,24.59180995
50721102373,2008,LKA,12.84643249,11.60140614,1,24.64960788
52516077579,2009,LKA,12.44135354,11.18460297,1,24.6843852
56725745039,2010,LKA,12.56939863,11.30003139,0,24.761494
NA,2000,MDV,23.34994169,10.74737623,0,NA
1225915100,2001,MDV,21.19641537,9.669253511,0,20.92695342
1292029145,2002,MDV,22.11081568,9.363581782,0,20.9794798
1480026956,2003,MDV,21.98861935,9.499101527,0,21.11532614
1674797439,2004,MDV,21.6459809,10.70374943,0,21.23895806
1538724511,2005,MDV,26.18459607,12.01897586,0,21.15421967
1844747307,2006,MDV,27.74581479,12.55774529,0,21.33560814
2032394746,2007,MDV,29.04246275,12.99879189,0,21.43248061
2289934843,2008,MDV,25.53761848,12.46593602,0,21.5517892
2168024404,2009,MDV,19.26284032,9.930573225,1,21.49708218
2323401758,2010,MDV,21.32851379,9.855749832,1,21.56629822
10899840167,2000,NPL,9.892880111,8.137576891,1,23.11201396
11423006623,2001,NPL,10.45164534,8.802565688,1,23.15889528
11436744719,2002,NPL,10.50293508,8.560583141,0,23.16009723
11887928617,2003,NPL,10.90520508,8.651811853,0,23.19878932
12444593149,2004,NPL,11.13753356,8.9749585,0,23.24455208
12877563075,2005,NPL,11.54794948,9.179453421,0,23.27875234
13310843466,2006,NPL,10.7436739,8.77975841,0,23.31184484
13764950914,2007,NPL,11.86918045,9.772473404,0,23.34539141
14605251496,2008,NPL,12.30038815,10.44008641,1,23.40464699
15267319043,2009,NPL,14.12985494,11.84403686,1,23.44898037
16002656434,2010,NPL,14.89835577,13.39611544,1,23.49602057
2.17712E+11,2000,THA,16.17168385,14.06506419,1,26.10643999
2.25211E+11,2001,THA,17.60962826,14.29808478,1,26.14030257
2.39059E+11,2002,THA,17.0178349,14.68102793,1,26.19997501
2.56245E+11,2003,THA,19.01785782,15.79517131,1,26.26940154
2.72361E+11,2004,THA,18.93629273,16.25887381,1,26.33039587
2.83767E+11,2005,THA,20.30842008,17.52391728,1,26.37142106
2.97865E+11,2006,THA,19.3411467,16.74950477,0,26.41990562
3.14054E+11,2007,THA,18.80909031,16.23263085,0,26.47283096
3.19474E+11,2008,THA,19.22543601,16.34605043,0,26.48994043
3.17267E+11,2009,THA,18.19465586,15.34213652,0,26.48300913
3.41105E+11,2010,THA,19.33151415,16.0810009,0,26.55545621
5207355456,2000,KHM,10.00167582,7.285565775,0,22.37333797
5631670884,2001,KHM,9.722884985,6.953781754,0,22.45167202
6002175105,2002,KHM,10.28929939,7.209541528,0,22.51538776
6512713850,2003,KHM,9.141005527,6.358725795,0,22.59702208
7186162900,2004,KHM,10.30396943,7.673168725,0,22.69542319
8138335730,2005,KHM,10.30119602,7.563788108,0,22.81985154
9014922681,2006,KHM,9.795267356,8.178822013,0,22.92214712
9935578323,2007,KHM,11.18779964,9.696985641,0,23.01938792
10600425244,2008,KHM,12.5195198,10.55519647,0,23.08415995
10609615491,2009,KHM,10.8497529,9.647781002,0,23.08502655
11242275199,2010,KHM,11.47069433,10.00304019,0,23.14294708
3582186705,2000,LAO,13.09076834,8.469131024,0,21.99923926
3788213052,2001,LAO,13.4642326,9.741372288,0,22.05516025
4012427673,2002,LAO,13.14332445,8.556734031,0,22.1126623
4255861752,2003,LAO,10.99732748,8.014284781,0,22.17156311
4526436482,2004,LAO,11.2200023,8.138676366,0,22.23320082
4848156050,2005,LAO,11.7003791,8.504969984,0,22.30186427
5266031526,2006,LAO,11.85628383,8.82967973,0,22.38454288
5666082926,2007,LAO,13.49244868,9.261849385,0,22.45776387
6109448405,2008,LAO,13.92630182,9.522941938,0,22.53310233
6567765473,2009,LAO,14.78271656,10.61454135,0,22.6054395
7127792630,2010,LAO,15.10370105,11.42198594,0,22.68726743
1.62522E+11,2000,MYS,16.16383308,10.48543233,0,25.81407846
1.63363E+11,2001,MYS,21.01461333,13.4076545,0,25.81924186
1.7217E+11,2002,MYS,20.29393325,14.19608186,0,25.87174881
1.82136E+11,2003,MYS,20.59300966,12.28980712,0,25.92802044
1.94491E+11,2004,MYS,19.03801238,11.34105066,0,25.99365309
2.04862E+11,2005,MYS,18.87547983,11.43686709,0,26.04560149
2.16303E+11,2006,MYS,20.02290928,10.33740898,0,26.09994617
2.36695E+11,2007,MYS,20.36766461,10.55755092,0,26.19003972
2.44553E+11,2008,MYS,20.12817159,10.80957363,0,26.22269658
2.38376E+11,2009,MYS,21.01135393,NA,0,26.19711386
2.55017E+11,2010,MYS,19.31595318,NA,0,26.26459451
1.34491E+11,2000,SGP,25.15706521,14.81436647,0,25.62476596
1.33211E+11,2001,SGP,23.88263093,14.59112106,0,25.61519743
1.38821E+11,2002,SGP,20.78904209,12.69999393,0,25.65645152
1.44978E+11,2003,SGP,18.96731284,12.45650785,0,25.69984935
1.58822E+11,2004,SGP,18.44954975,11.6211231,0,25.7910527
1.70717E+11,2005,SGP,17.72871733,11.53936833,0,25.8632725
1.85843E+11,2006,SGP,17.70477144,11.87983052,0,25.94816676
2.02776E+11,2007,SGP,18.80442396,12.88331797,0,26.03536712
2.06401E+11,2008,SGP,20.06029855,13.85359218,0,26.05308542
2.05155E+11,2009,SGP,16.70168443,13.07234383,0,26.04703326
2.36422E+11,2010,SGP,16.58100701,12.96903161,0,26.18888326
11971150348,2000,BRN,44.26643448,1.445363518,0,23.20576545
12299643564,2001,BRN,37.98922801,1.624775583,0,23.23283612
12775897690,2002,BRN,36.7455876,1.859664227,0,23.27082624
13146904070,2003,BRN,50.22078537,2.168427693,0,23.29945214
13213206307,2004,BRN,43.35522307,1.665425496,0,23.30448264
13264408434,2005,BRN,48.17443643,1.482028278,0,23.30835023
13847739934,2006,BRN,46.00484262,1.35889707,0,23.35138787
13869146021,2007,BRN,49.07873515,1.544401544,0,23.3529325
13600124166,2008,BRN,50.16533663,1.450553327,0,23.33334476
13360145141,2009,BRN,36.95802983,2.387559255,0,23.31554187
13707370737,2010,BRN,NA,NA,0,23.34119954
1.25348E+11,2000,PHL,14.43978987,12.84627909,1,25.55436111
1.28976E+11,2001,PHL,14.67830693,12.69319584,1,25.58289018
1.33678E+11,2002,PHL,13.79675349,12.09115486,1,25.61870026
1.40322E+11,2003,PHL,14.08390317,12.10175678,1,25.66720813
1.49721E+11,2004,PHL,13.84451336,11.81597675,1,25.73203695
1.56874E+11,2005,PHL,14.36326009,12.42728193,1,25.77870738
1.65099E+11,2006,PHL,15.551439,13.71187386,1,25.82980871
1.76023E+11,2007,PHL,15.19482434,13.53488506,1,25.89387839
1.83332E+11,2008,PHL,15.18821952,13.5893914,1,25.93456684
1.85438E+11,2009,PHL,13.99052895,12.22990766,1,25.94598471
1.99591E+11,2010,PHL,13.41207104,12.1469934,1,26.01953498
4.53414E+11,2000,IDN,13.06236234,6.426156983,1,26.84007061
4.69934E+11,2001,IDN,16.83444463,9.028528965,1,26.87585722
4.91078E+11,2002,IDN,15.13730479,9.778134772,1,26.91986909
5.14553E+11,2003,IDN,15.32070151,9.995823545,1,26.96656534
5.4044E+11,2004,IDN,16.29415804,10.28625619,1,27.0156495
5.71205E+11,2005,IDN,16.42907863,10.33739779,1,27.07101392
6.02627E+11,2006,IDN,17.20893015,10.0775495,1,27.12456371
6.40863E+11,2007,IDN,16.38309103,10.40233195,1,27.18608226
6.79403E+11,2008,IDN,18.08547725,10.74269592,1,27.24448044
7.10852E+11,2009,IDN,14.09161797,9.480360151,1,27.28972978
7.55094E+11,2010,IDN,14.45193421,9.673472095,1,27.35010829
6.04E+08,2002,TMP,6.480331263,3.747412008,1,20.21908476
5.90E+08,2003,TMP,9.642147117,3.37972167,1,20.19563309
5.93E+08,2004,TMP,6.406533575,2.250453721,1,20.20070496
6.30E+08,2005,TMP,16.38136511,1.608884074,1,20.26123038
5.94E+08,2006,TMP,18.29372118,0.883291947,1,20.20238988
6.62E+08,2007,TMP,35.60110231,1.071305546,1,20.31077611
7.56E+08,2008,TMP,54.6467573,0.869177624,1,20.44355193
8.54E+08,2009,TMP,52.58330876,1.282807431,1,20.56544175
9.43E+08,2010,TMP,56.89477385,1.176470588,1,20.66457684
8.47014E+11,2000,AUS,36.1253956,31.30529263,1,27.46498358
8.63362E+11,2001,AUS,36.42809761,29.9347784,1,27.48410023
8.96627E+11,2002,AUS,36.661892,30.55894366,1,27.52190578
9.24138E+11,2003,AUS,37.28657158,31.13766171,1,27.55212752
9.6245E+11,2004,AUS,37.2011132,31.32421053,1,27.59274794
9.93283E+11,2005,AUS,37.7044136,31.07845553,1,27.62428099
1.02286E+12,2006,AUS,37.82359708,30.94402192,1,27.6536267
1.06122E+12,2007,AUS,36.51957731,30.92675394,1,27.69043805
1.10046E+12,2008,AUS,33.59521065,27.57251785,1,27.72675205
1.1204E+12,2009,AUS,33.49360399,26.57916455,1,27.74470941
1.14288E+12,2010,AUS,33.37941731,26.55349482,1,27.76456968
6537092893,2000,PNG,16.80792891,12.15994532,1,22.60075839
6529164134,2001,PNG,15.79183203,11.13813852,1,22.59954477
6518789269,2002,PNG,14.23766816,11.23878924,1,22.5979545
6659862552,2003,PNG,14.6597648,10.95587496,1,22.61936468
6841089094,2004,PNG,17.13226205,12.28677379,1,22.64621278
7275142244,2005,PNG,17.74093995,11.43638127,1,22.7077292
7442067921,2006,PNG,21.16581331,11.58723907,1,22.73041459
7974306939,2007,PNG,22.46079097,12.3718338,1,22.79949058
8501485047,2008,PNG,19.36632139,12.13161017,1,22.8635067
9023602246,2009,PNG,16.07956509,13.11944191,1,22.92310945
9716103409,2010,PNG,17.78548684,13.21840164,1,22.99705049
1.13899E+11,2000,NZL,39.73878075,33.59438362,1,25.45857843
1.17825E+11,2001,NZL,39.09131234,32.89161016,1,25.49246519
1.23327E+11,2002,NZL,39.08287632,32.89689279,1,25.53810599
1.28948E+11,2003,NZL,39.97288825,33.47242227,1,25.5826712
1.34038E+11,2004,NZL,39.95541988,33.96390449,1,25.621389
1.38463E+11,2005,NZL,41.79691389,35.92085615,1,25.65387076
1.42346E+11,2006,NZL,43.75521459,35.68051504,1,25.68152619
